batch_id,drug_code,brand_name,therapeutic_area,form,is_cold_chain,shelf_life_months,unit_cost_usd,supplier_id,supplier_name,supplier_country,supplier_reliability,warehouse_id,region,date_procurement,units_procured,units_manufactured,qa_pass,qa_result,qa_fail_reason,units_qa_passed,units_packaged,units_warehoused,units_distributed,units_delivered,units_dispensed,delay_procurement_days,date_manufacturing,delay_manufacturing_days,date_quality,delay_quality_testing_days,date_packaging,delay_packaging_days,date_warehouse,delay_warehouse_days,date_distributor,delay_distributor_days,date_pharmacy,delay_hospital_pharmacy_days,date_patient,delay_patient_days,total_cycle_time_days,qa_delay_days,cold_chain_excursion,storage_temp_c,storage_humidity_pct,storage_duration_days,potency_pct,expiry_date,days_to_expiry_at_delivery,batch_risk_label,batch_value_usd,units_lost,value_lost_usd,year,month,year_month,quarter
BATCH-00677,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-EU-01,Europe,2025-05-14,29780,28870,1,Pass,Not Applicable,27787,25029,24636,22817,22071,19476,28.6,2025-05-23,8.9,2025-06-24,31.6,2025-06-29,5.1,2025-08-11,43.1,2025-08-21,10.3,2025-08-29,8.3,2025-09-04,6.0,113,31.6,0,21.4,58.5,61,98.85,2027-05-23 13:26:24.000000008,632,Low,93807.0,10304,32457.6,2025,5,2025-05,2025Q2
BATCH-00678,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-06,Hikal Speciality,India,0.88,WH-EU-01,Europe,2023-09-01,28749,27871,1,Pass,Not Applicable,27190,24491,24107,22327,21597,19058,22.2,2023-09-11,10.4,2023-10-12,30.8,2023-10-14,2.3,2023-12-11,58.5,2023-12-15,4.0,2023-12-20,4.9,2023-12-28,8.4,118,30.8,0,22.9,49.4,67,98.6,2026-03-12 04:48:00.000000000,813,Low,53185.65,9691,17928.35,2023,9,2023-09,2023Q3
BATCH-00679,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-LA-01,Latin America,2023-12-21,17077,16555,1,Pass,Not Applicable,16472,14837,14604,13526,13083,11545,22.3,2024-01-02,11.9,2024-01-26,23.8,2024-01-29,3.3,2024-03-26,56.6,2024-04-04,9.4,2024-04-09,4.8,2024-04-15,5.7,116,23.8,0,,61.4,71,95.94,2027-01-01 20:09:36.000000008,997,Medium,40984.8,5532,13276.8,2023,12,2023-12,2023Q4
BATCH-00680,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-01,North America,2025-04-05,43172,41853,1,Pass,Not Applicable,40958,36892,36313,33631,32531,28706,4.1,2025-04-16,10.9,2025-05-05,19.2,2025-05-09,3.9,2025-06-06,27.5,2025-06-15,8.9,2025-06-17,2.4,2025-06-18,1.0,74,19.2,0,25.0,44.5,39,97.21,2028-04-15 20:09:36.000000008,1033,Low,103612.8,14466,34718.4,2025,4,2025-04,2025Q2
BATCH-00681,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-EU-01,Europe,2024-12-12,43711,42376,1,Pass,Not Applicable,41142,37058,36476,33782,32677,28835,16.0,2024-12-23,10.6,2025-01-11,19.3,2025-01-15,3.8,2025-03-14,57.7,2025-03-17,3.4,2025-03-20,3.0,2025-04-05,15.7,114,19.3,0,24.1,44.4,64,97.2,2027-12-23 20:09:36.000000008,1008,Low,104906.4,14876,35702.4,2024,12,2024-12,2024Q4
BATCH-00682,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-NA-01,North America,2024-09-25,51159,49596,1,Pass,Not Applicable,47812,43066,42390,39260,37976,33511,27.8,2024-10-06,11.1,2024-10-23,17.1,2024-10-24,1.3,2024-12-03,40.3,2024-12-04,1.0,2024-12-06,2.3,2024-12-16,10.0,82,17.1,0,24.2,69.4,43,97.72,2027-10-06 20:09:36.000000008,1034,Low,122781.6,17648,42355.2,2024,9,2024-09,2024Q3
BATCH-00683,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-ME-01,Middle East & Africa,2023-03-19,27390,26553,1,Pass,Not Applicable,25381,22862,22503,20841,20159,17789,40.1,2023-03-30,10.9,2023-04-17,17.8,2023-04-20,2.5,2023-06-06,47.0,2023-06-19,12.9,2023-06-25,6.1,2023-07-06,10.8,109,17.8,0,27.0,58.8,66,97.04,2026-03-29 20:09:36.000000008,1008,Low,65736.0,9601,23042.4,2023,3,2023-03,2023Q1
BATCH-00684,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-NA-02,North America,2024-08-08,32318,31331,1,Pass,Not Applicable,30730,27680,27245,25233,24407,21537,37.3,2024-08-17,8.7,2024-08-23,5.9,2024-08-27,4.0,2024-09-19,23.4,2024-09-24,5.5,2024-09-27,3.0,2024-10-03,5.9,56,5.9,0,26.7,51.9,31,98.88,2027-08-17 20:09:36.000000008,1054,Low,77563.2,10781,25874.4,2024,8,2024-08,2024Q3
BATCH-00685,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-LA-01,Latin America,2024-07-17,32442,31451,1,Pass,Not Applicable,30827,27767,27331,25313,24485,21606,17.3,2024-07-31,14.3,2024-08-28,28.2,2024-08-31,3.1,2024-09-01,1.0,2024-09-07,5.5,2024-09-15,7.8,2024-09-27,11.5,72,28.2,0,34.5,60.2,15,97.91,2027-01-30 04:48:00.000000000,867,Low,60017.7,10836,20046.6,2024,7,2024-07,2024Q3
BATCH-00686,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-NA-02,North America,2023-11-28,66767,64727,1,Pass,Not Applicable,62553,56344,55459,51364,49684,43843,21.2,2023-12-08,9.6,2024-01-03,26.1,2024-01-09,5.7,2024-02-04,26.0,2024-02-10,5.6,2024-02-14,3.5,2024-02-16,1.5,80,26.1,0,24.9,56.1,36,98.31,2026-12-07 20:09:36.000000008,1027,Low,160240.8,22924,55017.6,2023,11,2023-11,2023Q4
BATCH-00687,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-NA-02,North America,2025-01-11,9993,9688,1,Pass,Not Applicable,9558,8609,8474,7848,7591,6699,15.5,2025-01-22,11.4,2025-01-31,8.9,2025-02-06,5.9,2025-03-28,49.7,2025-04-02,4.7,2025-04-08,6.1,2025-04-14,6.0,93,8.9,0,28.1,46.0,61,96.88,2028-01-22 20:09:36.000000008,1019,Medium,23983.2,3294,7905.6,2025,1,2025-01,2025Q1
BATCH-00688,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-AP-01,Asia-Pacific,2025-08-03,21984,21312,0,Fail,Dissolution Out of Specification,8821,7945,7820,7243,7006,6182,38.7,2025-08-08,4.8,2025-09-09,32.0,2025-09-11,2.3,2025-10-17,36.3,2025-10-31,14.1,2025-11-06,6.3,2025-11-16,10.0,105,32.0,0,3.8,47.1,56,98.28,2026-11-07 14:24:00.000000000,366,High,270403.2,15802,194364.6,2025,8,2025-08,2025Q3
BATCH-00689,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-LA-01,Latin America,2023-10-22,32936,31930,1,Pass,Not Applicable,31333,28223,27780,25729,24887,21961,42.2,2023-11-01,10.4,2023-11-20,19.0,2023-11-24,4.1,2024-01-15,51.7,2024-01-21,5.5,2024-01-28,7.4,2024-02-01,4.5,102,19.0,0,6.7,71.3,65,96.85,2025-05-01 22:04:48.000000008,459,Medium,316185.6,10975,105360.0,2023,10,2023-10,2023Q4
BATCH-00690,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-NA-02,North America,2023-12-16,20828,20192,0,Fail,Content Uniformity Failure,11608,10456,10292,9532,9220,8136,26.9,2023-12-24,7.7,2024-01-25,32.1,2024-01-31,6.4,2024-03-31,59.9,2024-04-06,6.3,2024-04-12,6.3,2024-04-23,10.6,129,32.1,0,21.5,35.6,72,99.08,2026-06-24 04:48:00.000000000,803,High,38531.8,12692,23480.2,2023,12,2023-12,2023Q4
BATCH-00691,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-04,Lonza Group AG,Switzerland,0.97,WH-NA-02,North America,2023-11-27,29481,28580,1,Pass,Not Applicable,27719,24968,24576,22761,22016,19428,16.3,2023-12-05,8.1,2023-12-27,22.0,2023-12-31,3.8,2024-02-03,34.1,2024-02-11,8.5,2024-02-19,8.3,2024-02-27,8.2,92,22.0,0,21.1,54.1,50,99.25,2026-12-04 20:09:36.000000008,1019,Low,70754.4,10053,24127.2,2023,11,2023-11,2023Q4
BATCH-00692,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-07,Shandong Xinhua Pharm  ,China,0.8,WH-ME-01,Middle East & Africa,2025-04-30,31165,30213,1,Pass,Not Applicable,29021,26140,25730,23830,23050,20340,36.4,2025-05-18,18.3,2025-05-27,8.5,2025-05-30,3.4,2025-07-01,32.3,2025-07-13,12.2,2025-07-17,4.4,2025-07-25,7.8,86,8.5,0,,52.0,48,96.13,2027-05-18 13:26:24.000000008,670,Medium,98169.75,10825,34098.75,2025,4,2025-04,2025Q2
BATCH-00693,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-NA-02,North America,2023-04-02,24929,24167,1,Pass,Not Applicable,23448,21120,20788,19253,18623,16433,16.4,2023-04-14,11.7,2023-05-03,18.9,2023-05-08,5.3,2023-05-09,1.0,2023-05-17,8.0,2023-05-23,6.2,2023-05-27,4.1,55,18.9,0,26.8,29.9,15,98.79,2026-04-13 20:09:36.000000008,1056,Low,59829.6,8496,20390.4,2023,4,2023-04,2023Q2
BATCH-00694,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-NA-02,North America,2025-06-08,33762,32731,1,Pass,Not Applicable,32145,28954,28499,26394,25530,22528,16.1,2025-06-23,14.7,2025-07-12,19.5,2025-07-16,3.6,2025-07-28,12.1,2025-08-02,4.5,2025-08-07,5.3,2025-08-16,8.6,69,19.5,0,27.2,51.1,-11,97.91,2028-06-22 20:09:36.000000008,1050,Low,81028.8,11234,26961.6,2025,6,2025-06,2025Q2
BATCH-00695,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-LA-01,Latin America,2025-03-02,42780,41473,1,Pass,Not Applicable,40059,36083,35517,32894,31818,28077,35.9,2025-03-16,13.6,2025-04-04,19.5,2025-04-10,5.9,2025-04-26,15.9,2025-05-03,6.6,2025-05-11,8.4,2025-05-26,14.7,85,19.5,0,28.4,48.3,31,98.36,2027-03-16 13:26:24.000000008,674,Low,134757.0,14703,46314.45,2025,3,2025-03,2025Q1
BATCH-00696,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-02,Divis Laboratories,India,0.96,WH-NA-01,North America,2024-05-03,29755,28846,1,Pass,Not Applicable,28191,25393,24994,23148,22391,19758,17.3,2024-05-17,13.9,2024-05-28,10.8,2024-05-31,3.1,2024-07-20,50.0,2024-07-21,1.0,2024-07-26,4.8,2024-08-03,7.7,92,10.8,0,23.0,37.3,56,97.72,2026-11-16 04:48:00.000000000,843,Low,55046.75,9997,18494.45,2024,5,2024-05,2024Q2
BATCH-00697,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-ME-01,Middle East & Africa,2024-08-30,27164,26334,1,Pass,Not Applicable,25254,22747,22390,20737,20059,17701,39.5,2024-09-09,10.4,2024-10-01,21.7,2024-10-04,3.3,2024-11-07,34.2,2024-11-15,7.7,2024-11-25,9.7,2024-12-04,9.2,96,21.7,0,4.8,89.6,52,96.95,2026-03-10 22:04:48.000000008,470,Medium,260774.4,9463,90844.8,2024,8,2024-08,2024Q3
BATCH-00698,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-04,Lonza Group AG,Switzerland,0.97,WH-ME-01,Middle East & Africa,2025-06-06,30650,29714,1,Pass,Not Applicable,29160,26265,25853,23944,23161,20438,15.9,2025-06-22,15.8,2025-07-17,25.4,2025-07-22,5.2,2025-08-21,30.4,2025-08-29,8.0,2025-09-01,3.2,2025-09-11,9.8,97,25.4,0,27.6,67.0,41,97.63,2027-12-22 04:48:00.000000000,842,Low,56702.5,10212,18892.2,2025,6,2025-06,2025Q2
BATCH-00699,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-08,Siegfried Holding,Germany,0.96,WH-ME-01,Middle East & Africa,2025-02-03,32757,31756,1,Pass,Not Applicable,30986,27910,27472,25443,24611,21717,14.3,2025-02-17,13.5,2025-03-10,21.4,2025-03-14,4.2,2025-04-11,28.3,2025-04-21,10.4,2025-04-25,3.9,2025-04-27,2.4,83,21.4,0,30.9,67.2,42,96.09,2027-08-19 04:48:00.000000000,846,Medium,60600.45,11040,20424.0,2025,2,2025-02,2025Q1
BATCH-00700,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-NA-02,North America,2023-10-12,15821,15338,1,Pass,Not Applicable,14687,13229,13021,12059,11664,10293,14.6,2023-10-23,11.1,2023-11-10,17.6,2023-11-14,4.2,2023-12-10,26.0,2023-12-20,9.6,2023-12-24,3.6,2023-12-30,6.5,79,17.6,0,22.7,51.4,40,99.16,2026-10-22 20:09:36.000000008,1033,Low,37970.4,5528,13267.2,2023,10,2023-10,2023Q4
BATCH-00701,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-NA-01,North America,2023-03-04,39889,38670,1,Pass,Not Applicable,37483,33762,33232,30778,29771,26271,13.1,2023-03-16,11.8,2023-04-20,35.1,2023-04-21,1.1,2023-06-17,56.6,2023-06-24,7.2,2023-06-28,4.5,2023-07-04,6.3,122,35.1,0,23.4,38.9,68,97.06,2026-03-15 20:09:36.000000008,991,Low,95733.6,13618,32683.2,2023,3,2023-03,2023Q1
BATCH-00702,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-EU-01,Europe,2024-10-20,27189,26358,1,Pass,Not Applicable,25915,23343,22977,21280,20584,18164,17.0,2024-10-31,10.6,2024-11-13,13.5,2024-11-16,3.5,2024-12-28,41.7,2025-01-05,8.2,2025-01-10,4.8,2025-01-11,1.0,83,13.5,0,28.3,50.2,55,95.28,2027-10-31 20:09:36.000000008,1024,Medium,65253.6,9025,21660.0,2024,10,2024-10,2024Q4
BATCH-00703,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-EU-01,Europe,2023-06-07,55818,54113,1,Pass,Not Applicable,51780,46640,45908,42518,41127,36292,15.2,2023-06-18,11.2,2023-07-12,23.6,2023-07-17,5.3,2023-09-13,57.8,2023-09-19,5.7,2023-09-22,3.3,2023-10-02,10.2,117,23.6,0,23.1,48.1,67,96.83,2026-06-17 20:09:36.000000008,999,Medium,133963.2,19526,46862.4,2023,6,2023-06,2023Q2
BATCH-00704,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-06,Hikal Speciality,India,0.88,WH-ME-01,Middle East & Africa,2023-04-24,42119,40832,1,Pass,Not Applicable,39164,35276,34722,32158,31106,27449,27.8,2023-05-05,10.9,2023-05-25,20.5,2023-05-28,2.8,2023-05-29,1.0,2023-06-10,12.2,2023-06-14,4.0,2023-06-17,3.3,54,20.5,0,26.4,39.8,17,99.88,2025-05-04 13:26:24.000000008,690,Low,132674.85,14670,46210.5,2023,4,2023-04,2023Q2
BATCH-00705,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-AP-01,Asia-Pacific,2025-08-29,53714,52073,1,Pass,Not Applicable,50572,45552,44837,41526,40167,35445,13.7,2025-09-10,12.1,2025-10-11,31.1,2025-10-16,5.1,2025-12-05,49.6,2025-12-11,6.3,2025-12-15,3.9,2025-12-25,9.7,118,31.1,0,23.7,71.7,60,107.24,2028-09-09 20:09:36.000000008,999,Low,128913.6,18269,43845.6,2025,8,2025-08,2025Q3
BATCH-00706,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-ME-01,MEA,2024-05-17,21491,20834,1,Pass,Not Applicable,20730,18672,18379,17022,16465,14529,39.6,2024-06-02,16.2,2024-06-23,21.3,2024-06-27,4.4,2024-07-28,31.3,2024-08-09,11.7,2024-08-11,2.1,2024-08-15,4.0,90,21.3,0,28.1,60.0,45,98.03,2026-12-02 04:48:00.000000000,843,Low,39758.35,6962,12879.7,2024,5,2024-05,2024Q2
BATCH-00707,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-01,Aurobindo API Ltd,India,0.94,WH-LA-01,Latin America,2024-10-11,28114,27255,1,Pass,Not Applicable,26272,23664,23293,21573,20867,18414,15.4,2024-10-18,7.4,2024-11-10,22.6,2024-11-14,3.7,2024-12-19,34.9,2024-12-28,9.5,2025-01-02,5.2,2025-01-17,15.2,98,22.6,1,13.3,,49,94.76,2026-04-18 22:04:48.000000008,471,High,269894.4,9700,93120.0,2024,10,2024-10,2024Q4
BATCH-00708,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-01,Aurobindo API Ltd,India,0.94,WH-LA-01,Latin America,2023-08-15,19500,18904,1,Pass,Not Applicable,18487,16652,16391,15181,14684,12958,14.7,2023-08-29,14.4,2023-09-20,22.0,2023-09-26,6.0,2023-11-29,64.4,2023-12-07,8.2,2023-12-13,5.8,2023-12-19,5.9,126,22.0,1,,62.4,78,101.92,2025-02-26 22:04:48.000000008,441,High,187200.0,6542,62803.2,2023,8,2023-08,2023Q3
BATCH-00709,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-01,North America,2023-04-27,24436,23690,1,Pass,Not Applicable,23101,20808,20481,18969,18348,16191,16.5,2023-05-07,9.9,2023-05-20,12.7,2023-05-23,3.5,2023-06-25,33.0,2023-06-27,2.0,2023-07-02,5.4,2023-07-17,14.7,81,12.7,0,25.3,,40,97.25,2026-05-06 20:09:36.000000008,1039,Low,58646.4,8245,19788.0,2023,4,2023-04,2023Q2
BATCH-00710,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-08,Siegfried Holding,Germany,0.96,WH-NA-01,North America,2023-03-19,55597,53899,0,Fail,Assay Potency Deviation,22249,20040,19725,18268,17670,15593,15.5,2023-04-03,14.8,2023-04-27,24.4,2023-05-01,3.6,2023-06-19,48.9,2023-06-27,8.0,2023-07-02,4.9,2023-07-08,6.3,111,24.4,0,30.4,41.7,62,96.87,2025-10-02 04:48:00.000000000,823,High,102854.45,40004,74007.4,2023,3,2023-03,2023Q1
BATCH-00711,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-04,Lonza Group AG,Switzerland,0.97,WH-NA-01,North America,2023-12-25,61374,59499,1,Pass,Not Applicable,57948,52196,51377,47583,46026,40615,13.2,2024-01-04,10.0,2024-01-21,17.3,2024-01-25,3.7,2024-02-16,21.7,2024-02-22,6.4,2024-03-01,7.9,2024-03-08,6.8,74,17.3,0,3.2,68.9,36,98.68,2025-04-04 14:24:00.000000000,399,Low,754900.2,20759,255335.7,2023,12,2023-12,2023Q4
BATCH-00712,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-AP-01,Asia-Pacific,2023-02-11,20288,19668,1,Pass,Not Applicable,19012,17125,16856,15611,15100,13325,37.8,2023-02-23,12.2,2023-03-20,24.7,2023-03-24,4.1,2023-05-04,40.6,2023-05-12,8.1,2023-05-19,7.0,2023-06-01,13.3,110,24.7,0,26.4,46.3,56,97.75,2025-08-24 04:48:00.000000000,828,Low,37532.8,6963,12881.55,2023,2,2023-02,2023Q1
BATCH-00713,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-08,Siegfried Holding,Germany,,WH-NA-02,North America,2024-03-03,27106,26278,1,Pass,Not Applicable,25429,22905,22545,20880,20197,17822,17.6,2024-03-14,10.5,2024-04-03,20.4,2024-04-08,5.2,2024-04-19,11.4,2024-04-25,6.2,2024-05-01,6.0,2024-05-04,3.3,62,20.4,0,2.9,51.8,23,97.58,2025-09-12 22:04:48.000000008,499,Low,260217.6,9284,89126.4,2024,3,2024-03,2024Q1
BATCH-00714,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-ME-01,Middle East & Africa,2023-12-13,31825,30853,1,Pass,Not Applicable,29374,26458,26043,24120,23331,20588,30.0,2023-12-19,5.8,2024-01-06,17.8,2024-01-08,1.8,2024-02-16,39.0,2024-02-26,9.5,2024-03-05,7.6,2024-03-12,7.2,90,17.8,0,32.6,62.1,57,94.2,2025-12-18 13:26:24.000000008,653,High,100248.75,11237,35396.55,2023,12,2023-12,2023Q4
BATCH-00715,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-01,North America,2024-06-15,42022,40738,1,Pass,Not Applicable,39585,35656,35096,32504,31441,27744,17.5,2024-07-01,16.2,2024-07-28,27.2,2024-08-02,5.3,2024-09-18,46.9,2024-09-27,8.5,2024-10-03,5.6,2024-10-12,9.2,119,27.2,0,5.2,50.1,62,98.49,2025-12-30 22:04:48.000000008,453,Low,403411.2,14278,137068.8,2024,6,2024-06,2024Q2
BATCH-00716,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-06,Hikal Speciality,India,0.88,WH-ME-01,Middle East & Africa,2024-08-19,15692,15213,1,Pass,Not Applicable,14951,13467,13256,12277,11875,10479,22.4,2024-08-27,8.2,2024-09-03,7.1,2024-09-07,4.1,2024-11-06,59.9,2024-11-12,6.4,2024-11-18,6.0,2024-11-27,8.6,100,7.1,0,32.1,55.1,72,93.31,2027-08-27 20:09:36.000000008,1012,High,37660.8,5213,12511.2,2024,8,2024-08,2024Q3
BATCH-00717,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-LA-01,Latin America,2023-11-16,16760,16248,1,Pass,Not Applicable,15804,14235,14012,12977,12552,11076,18.8,2023-11-27,11.3,2023-12-08,11.2,2023-12-13,4.8,2024-01-07,25.3,2024-01-15,8.5,2024-01-21,6.1,2024-01-28,7.2,73,11.2,0,27.2,86.0,39,96.76,2026-05-28 04:48:00.000000000,858,Medium,31006.0,5684,10515.4,2023,11,2023-11,2023Q4
BATCH-00718,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-06,Hikal Speciality,India,0.88,WH-NA-01,North America,2024-04-07,40362,39129,0,Fail,Dissolution Out of Specification,25246,22740,22383,20730,20052,17694,18.7,2024-04-15,7.8,2024-04-29,13.6,2024-05-07,7.6,2024-06-06,30.5,2024-06-10,3.7,2024-06-18,8.1,2024-06-25,6.6,79,13.6,0,28.6,43.8,42,97.24,2027-04-15 20:09:36.000000008,1031,High,96868.8,22668,54403.2,2024,4,2024-04,2024Q2
BATCH-00719,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-01,North America,2023-03-31,14493,14050,1,Pass,Not Applicable,13754,12389,12195,11294,10925,9641,13.3,2023-04-07,7.0,2023-05-03,26.2,2023-05-06,3.2,2023-06-03,28.4,2023-06-10,6.8,2023-06-14,4.5,2023-06-24,10.4,85,26.2,0,28.6,42.2,39,97.1,2025-10-06 04:48:00.000000000,845,Low,26812.05,4852,8976.2,2023,3,2023-03,2023Q1
BATCH-00720,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-05,Cambrex Corporation,USA,0.95,WH-EU-01,Europe,2023-11-02,27237,26405,0,Fail,Microbial Limit Exceeded,12180,10971,10799,10002,9675,8537,11.3,2023-11-12,10.4,2023-12-08,25.7,2023-12-10,2.2,2024-01-14,35.4,2024-01-20,6.3,2024-01-22,2.2,2024-01-30,7.7,89,25.7,0,,57.4,43,97.83,2025-02-10 14:24:00.000000000,385,High,335015.1,18700,230010.0,2023,11,2023-11,2023Q4
BATCH-00721,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-04,Lonza Group AG,Switzerland,0.97,WH-EU-01,Europe,2025-08-17,35175,34100,1,Pass,Not Applicable,32888,29623,29158,27005,26122,23051,6.1,2025-08-26,9.2,2025-09-20,24.8,2025-09-24,4.3,2025-10-17,22.6,2025-10-21,4.2,2025-10-27,6.1,2025-11-07,10.9,82,24.8,0,25.9,37.9,33,97.59,2028-02-25 04:48:00.000000000,851,Low,65073.75,12124,22429.4,2025,8,2025-08,2025Q3
BATCH-00722,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-06,Hikal Speciality,India,0.88,WH-NA-02,North America,2025-09-20,39127,37932,1,Pass,Not Applicable,36649,33011,32493,30094,29109,25687,26.6,2025-09-27,7.5,2025-10-15,18.3,2025-10-20,4.5,2025-10-21,1.2,2025-10-27,5.7,2025-11-02,6.2,2025-11-11,8.6,52,18.3,0,22.7,63.2,13,99.82,2028-09-26 20:09:36.000000008,1059,Low,93904.8,13440,32256.0,2025,9,2025-09,2025Q3
BATCH-00723,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-AP-01,Asia-Pacific,2024-05-15,30961,30015,1,Pass,Not Applicable,28645,25802,25397,23522,22752,20077,27.3,2024-05-26,10.9,2024-06-20,25.1,2024-06-25,5.3,2024-07-16,21.2,2024-07-21,4.8,2024-07-27,5.6,2024-08-06,9.6,83,25.1,0,16.9,49.8,32,100.0,2027-05-26 20:09:36.000000008,1033,Low,74306.4,10884,26121.6,2024,5,2024-05,2024Q2
BATCH-00724,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-08,Siegfried Holding,Germany,0.96,WH-NA-01,North America,2025-07-19,28180,27319,1,Pass,Not Applicable,26467,23840,23466,21733,21022,18550,13.8,2025-07-26,6.6,2025-08-13,18.2,2025-08-16,3.2,2025-09-24,39.1,2025-09-29,4.7,2025-09-30,1.1,2025-10-12,11.5,85,18.2,0,7.0,,45,97.02,2026-10-25 14:24:00.000000000,390,Low,346614.0,9630,118449.0,2025,7,2025-07,2025Q3
BATCH-00725,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-01,North America,2024-05-19,46851,45420,1,Pass,Not Applicable,44228,39838,39213,36317,35129,30999,16.4,2024-05-30,11.4,2024-06-20,21.5,2024-06-23,2.8,2024-07-30,37.3,2024-08-05,6.3,2024-08-12,7.0,2024-08-18,5.8,91,21.5,0,23.5,55.3,50,98.14,2027-05-30 20:09:36.000000008,1021,Low,112442.4,15852,38044.8,2024,5,2024-05,2024Q2
