date,year_month,drug_code,brand_name,region,units_demanded,units_fulfilled,units_backordered,fill_rate_pct,revenue_usd
2023-12-01,2023-12,DrugC,Cholestat,Europe,13099,12760,339,97.42,408064.8
2023-12-01,2023-12,DrugC,Cholestat,Asia-Pacific,9798,9345,453,95.37,298853.1
2023-12-01,2023-12,DrugC,Cholestat,Latin America,5015,4724,291,94.2,151073.52
2023-12-01,2023-12,DrugC,Cholestat,Middle East & Africa,3444,3417,27,99.23,109275.66
2024-01-01,2024-01,DrugY,Cardiovex,North America,92985,92985,0,100.0,580226.4
2024-01-01,2024-01,DrugY,Cardiovex,Europe,69879,67698,2181,96.88,422435.52
2024-01-01,2024-01,DrugY,Cardiovex,Asia-Pacific,61496,57934,3562,94.21,361508.16
2024-01-01,2024-01,DrugY,Cardiovex,Latin America,26793,25916,877,96.73,161715.84
2024-01-01,2024-01,DrugY,Cardiovex,Middle East & Africa,19319,18517,802,95.85,115546.08
2024-01-01,2024-01,DrugX,Nephrolyte,North America,62983,60382,2601,95.87,290437.42
2024-01-01,2024-01,DrugX,Nephrolyte,Europe,41015,38538,2477,93.96,185367.78
2024-01-01,2024-01,DrugX,Nephrolyte,Asia-Pacific,35597,32563,3034,91.48,156628.03
2024-01-01,2024-01,DrugX,Nephrolyte,Latin America,16429,16343,86,99.48,78609.83
2024-01-01,2024-01,DrugX,Nephrolyte,Middle East & Africa,12302,11625,677,94.5,55916.25
2024-01-01,2024-01,DrugA,Angiotrol,North America,24186,24014,172,99.29,599389.44
2024-01-01,2024-01,DrugA,Angiotrol,Europe,21266,20519,747,96.49,512154.24
2024-01-01,2024-01,DrugA,Angiotrol,Asia-Pacific,14548,13789,759,94.78,344173.44
2024-01-01,2024-01,DrugA,Angiotrol,Latin America,6645,6396,249,96.25,159644.16
2024-01-01,2024-01,DrugA,Angiotrol,Middle East & Africa,5027,4753,274,94.54,118634.88
2024-01-01,2024-01,DrugB,Betacor,North America,15734,14876,858,94.55,121834.44
2024-01-01,2024-01,DrugB,Betacor,Europe,13596,12876,720,94.7,105454.44
2024-01-01,2024-01,DrugB,Betacor,Asia-Pacific,11942,11089,853,92.85,90818.91
2024-01-01,2024-01,DrugB,Betacor,Latin America,4565,4213,352,92.3,34504.47
2024-01-01,2024-01,DrugB,Betacor,Middle East & Africa,3576,3346,230,93.57,27403.74
2024-01-01,2024-01,DrugC,Cholestat,North America,16051,16051,0,100.0,513310.98
2024-01-01,2024-01,DrugC,Cholestat,Europe,11315,10996,319,97.18,351652.08
2024-01-01,2024-01,DrugC,Cholestat,Asia-Pacific,10444,10444,0,100.0,333999.12
2024-01-01,2024-01,DrugC,Cholestat,Latin America,4693,4354,339,92.78,139240.92
2024-01-01,2024-01,DrugC,Cholestat,Middle East & Africa,3483,3323,160,95.4,106269.54
2024-02-01,2024-02,DrugY,Cardiovex,North America,94584,90062,4522,95.22,561986.88
2024-02-01,2024-02,DrugY,Cardiovex,Europe,70773,66148,4625,93.47,412763.52
2024-02-01,2024-02,DrugY,Cardiovex,Asia-Pacific,60270,58036,2234,96.29,362144.64
2024-02-01,2024-02,DrugY,Cardiovex,Latin America,27516,27516,0,100.0,171699.84
2024-02-01,2024-02,DrugY,Cardiovex,Middle East & Africa,20389,19224,1165,94.28,119957.76
2024-02-01,2024-02,DrugX,Nephrolyte,North America,53297,53297,0,100.0,256358.57
2024-02-01,2024-02,DrugX,Nephrolyte,Europe,44958,43714,1244,97.23,210264.34
2024-02-01,2024-02,DrugX,Nephrolyte,Asia-Pacific,36506,33876,2630,92.8,162943.56
2024-02-01,2024-02,DrugX,Nephrolyte,Latin America,16706,15619,1087,93.49,75127.39
2024-02-01,2024-02,DrugX,Nephrolyte,Middle East & Africa,11158,10784,374,96.65,51871.04
2024-02-01,2024-02,DrugA,Angiotrol,North America,24306,21910,2396,90.14,546873.6
2024-02-01,2024-02,DrugA,Angiotrol,Europe,19931,19760,171,99.14,493209.6
2024-02-01,2024-02,DrugA,Angiotrol,Asia-Pacific,14424,13641,783,94.57,340479.36
2024-02-01,2024-02,DrugA,Angiotrol,Latin America,6914,6502,412,94.04,162289.92
2024-02-01,2024-02,DrugA,Angiotrol,Middle East & Africa,4475,4109,366,91.83,102560.64
2024-02-01,2024-02,DrugB,Betacor,North America,16719,15598,1121,93.3,127747.62
2024-02-01,2024-02,DrugB,Betacor,Europe,12807,12508,299,97.67,102440.52
2024-02-01,2024-02,DrugB,Betacor,Asia-Pacific,10607,10050,557,94.75,82309.5
2024-02-01,2024-02,DrugB,Betacor,Latin America,4612,4236,376,91.84,34692.84
2024-02-01,2024-02,DrugB,Betacor,Middle East & Africa,3388,3109,279,91.77,25462.71
2024-02-01,2024-02,DrugC,Cholestat,North America,17835,17071,764,95.72,545930.58
2024-02-01,2024-02,DrugC,Cholestat,Europe,13003,12262,741,94.3,392138.76
2024-02-01,2024-02,DrugC,Cholestat,Asia-Pacific,10802,9728,1074,90.05,311101.44
2024-02-01,2024-02,DrugC,Cholestat,Latin America,4854,4582,272,94.4,146532.36
2024-02-01,2024-02,DrugC,Cholestat,Middle East & Africa,3786,3569,217,94.26,114136.62
2024-03-01,2024-03,DrugY,Cardiovex,North America,84275,83663,612,99.27,522057.12
2024-03-01,2024-03,DrugY,Cardiovex,Europe,70333,64717,5616,92.01,403834.08
2024-03-01,2024-03,DrugY,Cardiovex,Asia-Pacific,61563,56650,4913,92.02,353496.0
2024-03-01,2024-03,DrugY,Cardiovex,Latin America,25292,24301,991,96.08,151638.24
2024-03-01,2024-03,DrugY,Cardiovex,Middle East & Africa,18168,17629,539,97.03,110004.96
2024-03-01,2024-03,DrugX,Nephrolyte,North America,48635,46620,2015,95.86,224242.2
2024-03-01,2024-03,DrugX,Nephrolyte,Europe,39639,38917,722,98.18,187190.77
2024-03-01,2024-03,DrugX,Nephrolyte,Asia-Pacific,35297,33464,1833,94.81,160961.84
2024-03-01,2024-03,DrugX,Nephrolyte,Latin America,15221,14244,977,93.58,68513.64
2024-03-01,2024-03,DrugX,Nephrolyte,Middle East & Africa,10148,9771,377,96.29,46998.51
2024-03-01,2024-03,DrugA,Angiotrol,North America,21112,20344,768,96.36,507786.24
2024-03-01,2024-03,DrugA,Angiotrol,Europe,18155,16662,1493,91.77,415883.52
2024-03-01,2024-03,DrugA,Angiotrol,Asia-Pacific,14466,13391,1075,92.57,334239.36
2024-03-01,2024-03,DrugA,Angiotrol,Latin America,6645,6333,312,95.31,158071.68
2024-03-01,2024-03,DrugA,Angiotrol,Middle East & Africa,4404,4196,208,95.28,104732.16
2024-03-01,2024-03,DrugB,Betacor,North America,15826,14680,1146,92.76,120229.2
2024-03-01,2024-03,DrugB,Betacor,Europe,12320,11602,718,94.17,95020.38
2024-03-01,2024-03,DrugB,Betacor,Asia-Pacific,10347,9203,1144,88.95,75372.57
2024-03-01,2024-03,DrugB,Betacor,Latin America,4635,4227,408,91.19,34619.13
2024-03-01,2024-03,DrugB,Betacor,Middle East & Africa,3103,3057,46,98.51,25036.83
2024-03-01,2024-03,DrugC,Cholestat,North America,14271,13854,417,97.07,443050.92
2024-03-01,2024-03,DrugC,Cholestat,Europe,11613,11613,0,100.0,371383.74
2024-03-01,2024-03,DrugC,Cholestat,Asia-Pacific,10167,10167,0,100.0,325140.66
2024-03-01,2024-03,DrugC,Cholestat,Latin America,4570,4468,102,97.77,142886.64
2024-03-01,2024-03,DrugC,Cholestat,Middle East & Africa,3155,3155,0,100.0,100896.9
2024-04-01,2024-04,DrugY,Cardiovex,North America,82157,82157,0,100.0,512659.68
2024-04-01,2024-04,DrugY,Cardiovex,Europe,59199,57131,2068,96.51,356497.44
2024-04-01,2024-04,DrugY,Cardiovex,Asia-Pacific,51698,50653,1045,97.98,316074.72
2024-04-01,2024-04,DrugY,Cardiovex,Latin America,25528,25528,0,100.0,159294.72
2024-04-01,2024-04,DrugY,Cardiovex,Middle East & Africa,15843,15520,323,97.96,96844.8
2024-04-01,2024-04,DrugX,Nephrolyte,North America,47782,47782,0,100.0,229831.42
2024-04-01,2024-04,DrugX,Nephrolyte,Europe,38635,38635,0,100.0,185834.35
2024-04-01,2024-04,DrugX,Nephrolyte,Asia-Pacific,30377,29971,406,98.66,144160.51
2024-04-01,2024-04,DrugX,Nephrolyte,Latin America,13397,12234,1163,91.32,58845.54
2024-04-01,2024-04,DrugX,Nephrolyte,Middle East & Africa,9399,8826,573,93.91,42453.06
2024-04-01,2024-04,DrugA,Angiotrol,North America,20447,20007,440,97.85,499374.72
2024-04-01,2024-04,DrugA,Angiotrol,Europe,16651,15943,708,95.75,397937.28
2024-04-01,2024-04,DrugA,Angiotrol,Asia-Pacific,13608,12926,682,94.99,322632.96
2024-04-01,2024-04,DrugA,Angiotrol,Latin America,6261,5780,481,92.31,144268.8
2024-04-01,2024-04,DrugA,Angiotrol,Middle East & Africa,4363,3906,457,89.53,97493.76
2024-04-01,2024-04,DrugB,Betacor,North America,15514,14465,1049,93.24,118468.35
2024-04-01,2024-04,DrugB,Betacor,Europe,10766,10766,0,100.0,88173.54
2024-04-01,2024-04,DrugB,Betacor,Asia-Pacific,9055,9039,16,99.82,74029.41
2024-04-01,2024-04,DrugB,Betacor,Latin America,4241,3827,414,90.23,31343.13
2024-04-01,2024-04,DrugB,Betacor,Middle East & Africa,2925,2557,368,87.4,20941.83
2024-04-01,2024-04,DrugC,Cholestat,North America,14703,14560,143,99.03,465628.8
2024-04-01,2024-04,DrugC,Cholestat,Europe,11747,11048,699,94.05,353315.04
2024-04-01,2024-04,DrugC,Cholestat,Asia-Pacific,9392,8613,779,91.71,275443.74
2024-04-01,2024-04,DrugC,Cholestat,Latin America,4339,4205,134,96.92,134475.9
2024-04-01,2024-04,DrugC,Cholestat,Middle East & Africa,2866,2639,227,92.1,84395.22
2024-05-01,2024-05,DrugY,Cardiovex,North America,71844,71844,0,100.0,448306.56
2024-05-01,2024-05,DrugY,Cardiovex,Europe,57867,57771,96,99.83,360491.04
2024-05-01,2024-05,DrugY,Cardiovex,Asia-Pacific,48580,44433,4147,91.46,277261.92
2024-05-01,2024-05,DrugY,Cardiovex,Latin America,21482,20302,1180,94.5,126684.48
2024-05-01,2024-05,DrugY,Cardiovex,Middle East & Africa,15096,14570,526,96.52,90916.8
2024-05-01,2024-05,DrugX,Nephrolyte,North America,43813,42340,1473,96.64,203655.4
2024-05-01,2024-05,DrugX,Nephrolyte,Europe,35117,33452,1665,95.26,160904.12
2024-05-01,2024-05,DrugX,Nephrolyte,Asia-Pacific,28226,26723,1503,94.68,128537.63
2024-05-01,2024-05,DrugX,Nephrolyte,Latin America,14063,13314,749,94.68,64040.34
2024-05-01,2024-05,DrugX,Nephrolyte,Middle East & Africa,9474,9128,346,96.35,43905.68
2024-05-01,2024-05,DrugA,Angiotrol,North America,18158,16880,1278,92.96,421324.8
2024-05-01,2024-05,DrugA,Angiotrol,Europe,14058,13184,874,93.78,329072.64
2024-05-01,2024-05,DrugA,Angiotrol,Asia-Pacific,12770,11538,1232,90.35,287988.48
2024-05-01,2024-05,DrugA,Angiotrol,Latin America,5737,5299,438,92.36,132263.04
2024-05-01,2024-05,DrugA,Angiotrol,Middle East & Africa,4043,3744,299,92.6,93450.24
2024-05-01,2024-05,DrugB,Betacor,North America,13616,13383,233,98.29,109606.77
2024-05-01,2024-05,DrugB,Betacor,Europe,10138,9633,505,95.02,78894.27
2024-05-01,2024-05,DrugB,Betacor,Asia-Pacific,8346,7941,405,95.15,65036.79
2024-05-01,2024-05,DrugB,Betacor,Latin America,3880,3745,135,96.53,30671.55
2024-05-01,2024-05,DrugB,Betacor,Middle East & Africa,3049,2994,55,98.19,24520.86
2024-05-01,2024-05,DrugC,Cholestat,North America,12348,11491,857,93.06,367482.18
2024-05-01,2024-05,DrugC,Cholestat,Europe,10823,10129,694,93.59,323925.42
2024-05-01,2024-05,DrugC,Cholestat,Asia-Pacific,8310,7670,640,92.3,245286.6
2024-05-01,2024-05,DrugC,Cholestat,Latin America,3877,3530,347,91.05,112889.4
2024-05-01,2024-05,DrugC,Cholestat,Middle East & Africa,2890,2794,96,96.68,89352.12
2024-06-01,2024-06,DrugY,Cardiovex,North America,65506,64341,1165,98.22,401487.84
2024-06-01,2024-06,DrugY,Cardiovex,Europe,58148,56666,1482,97.45,353595.84
2024-06-01,2024-06,DrugY,Cardiovex,Asia-Pacific,46461,44519,1942,95.82,277798.56
2024-06-01,2024-06,DrugY,Cardiovex,Latin America,21383,19631,1752,91.81,122497.44
2024-06-01,2024-06,DrugY,Cardiovex,Middle East & Africa,14297,14119,178,98.75,88102.56
2024-06-01,2024-06,DrugX,Nephrolyte,North America,42389,41205,1184,97.21,198196.05
2024-06-01,2024-06,DrugX,Nephrolyte,Europe,36379,35859,520,98.57,172481.79
2024-06-01,2024-06,DrugX,Nephrolyte,Asia-Pacific,30323,28830,1493,95.08,138672.3
2024-06-01,2024-06,DrugX,Nephrolyte,Latin America,12245,11572,673,94.5,55661.32
2024-06-01,2024-06,DrugX,Nephrolyte,Middle East & Africa,8910,8666,244,97.26,41683.46
2024-06-01,2024-06,DrugA,Angiotrol,North America,18466,18232,234,98.73,455070.72
2024-06-01,2024-06,DrugA,Angiotrol,Europe,13672,13094,578,95.77,326826.24
2024-06-01,2024-06,DrugA,Angiotrol,Asia-Pacific,12241,11670,571,95.33,291283.2
2024-06-01,2024-06,DrugA,Angiotrol,Latin America,4956,4896,60,98.78,122204.16
2024-06-01,2024-06,DrugA,Angiotrol,Middle East & Africa,3548,3335,213,93.99,83241.6
2024-06-01,2024-06,DrugB,Betacor,North America,12573,11445,1128,91.03,93734.55
2024-06-01,2024-06,DrugB,Betacor,Europe,9453,8964,489,94.82,73415.16
2024-06-01,2024-06,DrugB,Betacor,Asia-Pacific,8494,8194,300,96.46,67108.86
2024-06-01,2024-06,DrugB,Betacor,Latin America,4175,4175,0,100.0,34193.25
2024-06-01,2024-06,DrugB,Betacor,Middle East & Africa,2551,2423,128,94.96,19844.37
2024-06-01,2024-06,DrugC,Cholestat,North America,11962,11256,706,94.1,359966.88
2024-06-01,2024-06,DrugC,Cholestat,Europe,9517,8657,860,90.96,276850.86
2024-06-01,2024-06,DrugC,Cholestat,Asia-Pacific,7680,7680,0,100.0,245606.4
2024-06-01,2024-06,DrugC,Cholestat,Latin America,3797,3383,414,89.1,108188.34
2024-06-01,2024-06,DrugC,Cholestat,Middle East & Africa,2521,2437,84,96.68,77935.26
2024-07-01,2024-07,DrugY,Cardiovex,North America,67604,65808,1796,97.34,410641.92
2024-07-01,2024-07,DrugY,Cardiovex,Europe,48972,44651,4321,91.18,278622.24
2024-07-01,2024-07,DrugY,Cardiovex,Asia-Pacific,43843,42081,1762,95.98,262585.44
2024-07-01,2024-07,DrugY,Cardiovex,Latin America,20909,18687,2222,89.37,116606.88
2024-07-01,2024-07,DrugY,Cardiovex,Middle East & Africa,14355,13949,406,97.17,87041.76
2024-07-01,2024-07,DrugX,Nephrolyte,North America,38850,37401,1449,96.27,179898.81
2024-07-01,2024-07,DrugX,Nephrolyte,Europe,33182,32647,535,98.39,157032.07
2024-07-01,2024-07,DrugX,Nephrolyte,Asia-Pacific,27296,26098,1198,95.61,125531.38
2024-07-01,2024-07,DrugX,Nephrolyte,Latin America,11996,11392,604,94.97,54795.52
2024-07-01,2024-07,DrugX,Nephrolyte,Middle East & Africa,9317,8464,853,90.84,40711.84
2024-07-01,2024-07,DrugA,Angiotrol,North America,16743,16246,497,97.03,405500.16
2024-07-01,2024-07,DrugA,Angiotrol,Europe,13106,12047,1059,91.92,300693.12
2024-07-01,2024-07,DrugA,Angiotrol,Asia-Pacific,12828,12335,493,96.16,307881.6
2024-07-01,2024-07,DrugA,Angiotrol,Latin America,5333,5051,282,94.71,126072.96
2024-07-01,2024-07,DrugA,Angiotrol,Middle East & Africa,3803,3621,182,95.21,90380.16
2024-07-01,2024-07,DrugB,Betacor,North America,11693,11412,281,97.59,93464.28
2024-07-01,2024-07,DrugB,Betacor,Europe,9452,8997,455,95.18,73685.43
2024-07-01,2024-07,DrugB,Betacor,Asia-Pacific,7712,7014,698,90.95,57444.66
2024-07-01,2024-07,DrugB,Betacor,Latin America,3743,3397,346,90.77,27821.43
2024-07-01,2024-07,DrugB,Betacor,Middle East & Africa,2539,2217,322,87.32,18157.23
2024-07-01,2024-07,DrugC,Cholestat,North America,12924,12494,430,96.67,399558.12
2024-07-01,2024-07,DrugC,Cholestat,Europe,9654,9276,378,96.09,296646.48
2024-07-01,2024-07,DrugC,Cholestat,Asia-Pacific,8083,7869,214,97.35,251650.62
2024-07-01,2024-07,DrugC,Cholestat,Latin America,3765,3709,56,98.51,118613.82
2024-07-01,2024-07,DrugC,Cholestat,Middle East & Africa,2776,2637,139,95.0,84331.26
2024-08-01,2024-08,DrugY,Cardiovex,North America,69625,67268,2357,96.62,419752.32
2024-08-01,2024-08,DrugY,Cardiovex,Europe,50837,46991,3846,92.43,293223.84
2024-08-01,2024-08,DrugY,Cardiovex,Asia-Pacific,47252,44472,2780,94.12,277505.28
2024-08-01,2024-08,DrugY,Cardiovex,Latin America,21845,20659,1186,94.57,128912.16
2024-08-01,2024-08,DrugY,Cardiovex,Middle East & Africa,14960,13954,1006,93.27,87072.96
2024-08-01,2024-08,DrugX,Nephrolyte,North America,43775,41443,2332,94.67,199340.83
2024-08-01,2024-08,DrugX,Nephrolyte,Europe,31761,31545,216,99.32,151731.45
2024-08-01,2024-08,DrugX,Nephrolyte,Asia-Pacific,28481,27733,748,97.38,133395.73
2024-08-01,2024-08,DrugX,Nephrolyte,Latin America,13739,12592,1147,91.66,60567.52
2024-08-01,2024-08,DrugX,Nephrolyte,Middle East & Africa,9233,8771,462,94.99,42188.51
2024-08-01,2024-08,DrugA,Angiotrol,North America,16810,16326,484,97.12,407496.96
2024-08-01,2024-08,DrugA,Angiotrol,Europe,14967,13930,1037,93.07,347692.8
2024-08-01,2024-08,DrugA,Angiotrol,Asia-Pacific,11485,10857,628,94.53,270990.72
2024-08-01,2024-08,DrugA,Angiotrol,Latin America,5112,4988,124,97.58,124500.48
2024-08-01,2024-08,DrugA,Angiotrol,Middle East & Africa,4058,3768,290,92.86,94049.28
2024-08-01,2024-08,DrugB,Betacor,North America,12597,12246,351,97.21,100294.74
2024-08-01,2024-08,DrugB,Betacor,Europe,10644,9755,889,91.64,79893.45
2024-08-01,2024-08,DrugB,Betacor,Asia-Pacific,8301,7776,525,93.68,63685.44
2024-08-01,2024-08,DrugB,Betacor,Latin America,3734,3532,202,94.6,28927.08
2024-08-01,2024-08,DrugB,Betacor,Middle East & Africa,2714,2587,127,95.31,21187.53
2024-08-01,2024-08,DrugC,Cholestat,North America,12409,11863,546,95.6,379378.74
2024-08-01,2024-08,DrugC,Cholestat,Europe,10303,9618,685,93.35,307583.64
2024-08-01,2024-08,DrugC,Cholestat,Asia-Pacific,8556,7768,788,90.79,248420.64
2024-08-01,2024-08,DrugC,Cholestat,Latin America,4171,4150,21,99.49,132717.0
2024-08-01,2024-08,DrugC,Cholestat,Middle East & Africa,2628,2520,108,95.91,80589.6
2024-09-01,2024-09,DrugY,Cardiovex,North America,76210,73076,3134,95.89,455994.24
2024-09-01,2024-09,DrugY,Cardiovex,Europe,62903,60236,2667,95.76,375872.64
2024-09-01,2024-09,DrugY,Cardiovex,Asia-Pacific,49096,48207,889,98.19,300811.68
2024-09-01,2024-09,DrugY,Cardiovex,Latin America,22527,21460,1067,95.26,133910.4
2024-09-01,2024-09,DrugY,Cardiovex,Middle East & Africa,15832,14964,868,94.52,93375.36
2024-09-01,2024-09,DrugX,Nephrolyte,North America,46128,42862,3266,92.92,206166.22
2024-09-01,2024-09,DrugX,Nephrolyte,Europe,32479,30849,1630,94.98,148383.69
2024-09-01,2024-09,DrugX,Nephrolyte,Asia-Pacific,30890,30282,608,98.03,145656.42
2024-09-01,2024-09,DrugX,Nephrolyte,Latin America,13618,12535,1083,92.04,60293.35
2024-09-01,2024-09,DrugX,Nephrolyte,Middle East & Africa,8701,8332,369,95.76,40076.92
2024-09-01,2024-09,DrugA,Angiotrol,North America,20861,20159,702,96.63,503168.64
2024-09-01,2024-09,DrugA,Angiotrol,Europe,16867,16600,267,98.42,414336.0
2024-09-01,2024-09,DrugA,Angiotrol,Asia-Pacific,12549,11571,978,92.21,288812.16
2024-09-01,2024-09,DrugA,Angiotrol,Latin America,5586,4935,651,88.34,123177.6
2024-09-01,2024-09,DrugA,Angiotrol,Middle East & Africa,4117,3918,199,95.18,97793.28
2024-09-01,2024-09,DrugB,Betacor,North America,14226,13623,603,95.76,111572.37
2024-09-01,2024-09,DrugB,Betacor,Europe,10515,10136,379,96.4,83013.84
2024-09-01,2024-09,DrugB,Betacor,Asia-Pacific,8677,8504,173,98.01,69647.76
2024-09-01,2024-09,DrugB,Betacor,Latin America,4284,3996,288,93.29,32727.24
2024-09-01,2024-09,DrugB,Betacor,Middle East & Africa,3015,2957,58,98.06,24217.83
2024-09-01,2024-09,DrugC,Cholestat,North America,13402,13004,398,97.03,415867.92
2024-09-01,2024-09,DrugC,Cholestat,Europe,10622,10131,491,95.38,323989.38
2024-09-01,2024-09,DrugC,Cholestat,Asia-Pacific,8422,7812,610,92.76,249827.76
2024-09-01,2024-09,DrugC,Cholestat,Latin America,4055,3747,308,92.4,119829.06
2024-09-01,2024-09,DrugC,Cholestat,Middle East & Africa,2679,2610,69,97.41,83467.8
2024-10-01,2024-10,DrugY,Cardiovex,North America,89018,86170,2848,96.8,537700.8
2024-10-01,2024-10,DrugY,Cardiovex,Europe,66110,66110,0,100.0,412526.4
2024-10-01,2024-10,DrugY,Cardiovex,Asia-Pacific,51786,49896,1890,96.35,311351.04
2024-10-01,2024-10,DrugY,Cardiovex,Latin America,23112,21469,1643,92.89,133966.56
2024-10-01,2024-10,DrugY,Cardiovex,Middle East & Africa,16913,16271,642,96.2,101531.04
2024-10-01,2024-10,DrugX,Nephrolyte,North America,48758,46530,2228,95.43,223809.3
2024-10-01,2024-10,DrugX,Nephrolyte,Europe,39074,37412,1662,95.75,179951.72
2024-10-01,2024-10,DrugX,Nephrolyte,Asia-Pacific,32844,31201,1643,95.0,150076.81
2024-10-01,2024-10,DrugX,Nephrolyte,Latin America,15277,15273,4,99.98,73463.13
2024-10-01,2024-10,DrugX,Nephrolyte,Middle East & Africa,11037,11037,0,100.0,53087.97
2024-10-01,2024-10,DrugA,Angiotrol,North America,20970,20568,402,98.08,513377.28
2024-10-01,2024-10,DrugA,Angiotrol,Europe,17131,17131,0,100.0,427589.76
2024-10-01,2024-10,DrugA,Angiotrol,Asia-Pacific,14331,13982,349,97.56,348990.72
2024-10-01,2024-10,DrugA,Angiotrol,Latin America,6416,6057,359,94.4,151182.72
2024-10-01,2024-10,DrugA,Angiotrol,Middle East & Africa,4922,4472,450,90.86,111621.12
2024-10-01,2024-10,DrugB,Betacor,North America,14837,14708,129,99.13,120458.52
2024-10-01,2024-10,DrugB,Betacor,Europe,11463,10947,516,95.5,89655.93
2024-10-01,2024-10,DrugB,Betacor,Asia-Pacific,10146,9655,491,95.16,79074.45
2024-10-01,2024-10,DrugB,Betacor,Latin America,4144,4144,0,100.0,33939.36
2024-10-01,2024-10,DrugB,Betacor,Middle East & Africa,3077,2872,205,93.34,23521.68
2024-10-01,2024-10,DrugC,Cholestat,North America,15869,14862,1007,93.66,475286.76
2024-10-01,2024-10,DrugC,Cholestat,Europe,11044,10569,475,95.7,337996.62
2024-10-01,2024-10,DrugC,Cholestat,Asia-Pacific,9766,8898,868,91.11,284558.04
2024-10-01,2024-10,DrugC,Cholestat,Latin America,4286,4091,195,95.45,130830.18
2024-10-01,2024-10,DrugC,Cholestat,Middle East & Africa,3008,2768,240,92.02,88520.64
2024-11-01,2024-11,DrugY,Cardiovex,North America,88081,84485,3596,95.92,527186.4
2024-11-01,2024-11,DrugY,Cardiovex,Europe,74840,71580,3260,95.64,446659.2
2024-11-01,2024-11,DrugY,Cardiovex,Asia-Pacific,55814,52448,3366,93.97,327275.52
2024-11-01,2024-11,DrugY,Cardiovex,Latin America,27967,26615,1352,95.16,166077.6
2024-11-01,2024-11,DrugY,Cardiovex,Middle East & Africa,17506,17506,0,100.0,109237.44
2024-11-01,2024-11,DrugX,Nephrolyte,North America,56816,56085,731,98.71,269768.85
2024-11-01,2024-11,DrugX,Nephrolyte,Europe,42457,41053,1404,96.69,197464.93
2024-11-01,2024-11,DrugX,Nephrolyte,Asia-Pacific,34609,33717,892,97.42,162178.77
2024-11-01,2024-11,DrugX,Nephrolyte,Latin America,16531,14756,1775,89.26,70976.36
2024-11-01,2024-11,DrugX,Nephrolyte,Middle East & Africa,12006,11601,405,96.63,55800.81
2024-11-01,2024-11,DrugA,Angiotrol,North America,24139,22764,1375,94.3,568189.44
2024-11-01,2024-11,DrugA,Angiotrol,Europe,18836,17117,1719,90.87,427240.32
2024-11-01,2024-11,DrugA,Angiotrol,Asia-Pacific,15531,14821,710,95.43,369932.16
2024-11-01,2024-11,DrugA,Angiotrol,Latin America,7088,6463,625,91.18,161316.48
2024-11-01,2024-11,DrugA,Angiotrol,Middle East & Africa,4629,4324,305,93.41,107927.04
2024-11-01,2024-11,DrugB,Betacor,North America,16326,15912,414,97.47,130319.28
2024-11-01,2024-11,DrugB,Betacor,Europe,13867,13208,659,95.25,108173.52
2024-11-01,2024-11,DrugB,Betacor,Asia-Pacific,10193,10169,24,99.77,83284.11
2024-11-01,2024-11,DrugB,Betacor,Latin America,4635,4502,133,97.13,36871.38
2024-11-01,2024-11,DrugB,Betacor,Middle East & Africa,3181,2931,250,92.15,24004.89
2024-11-01,2024-11,DrugC,Cholestat,North America,17543,17367,176,99.0,555396.66
2024-11-01,2024-11,DrugC,Cholestat,Europe,13219,13177,42,99.68,421400.46
2024-11-01,2024-11,DrugC,Cholestat,Asia-Pacific,10643,10084,559,94.75,322486.32
2024-11-01,2024-11,DrugC,Cholestat,Latin America,4671,4503,168,96.4,144005.94
2024-11-01,2024-11,DrugC,Cholestat,Middle East & Africa,3319,3100,219,93.41,99138.0
2024-12-01,2024-12,DrugY,Cardiovex,North America,106310,104565,1745,98.36,652485.6
2024-12-01,2024-12,DrugY,Cardiovex,Europe,74363,74363,0,100.0,464025.12
2024-12-01,2024-12,DrugY,Cardiovex,Asia-Pacific,61088,58279,2809,95.4,363660.96
2024-12-01,2024-12,DrugY,Cardiovex,Latin America,28859,28184,675,97.66,175868.16
2024-12-01,2024-12,DrugY,Cardiovex,Middle East & Africa,21023,19138,1885,91.03,119421.12
2024-12-01,2024-12,DrugX,Nephrolyte,North America,59977,56580,3397,94.34,272149.8
2024-12-01,2024-12,DrugX,Nephrolyte,Europe,46854,43383,3471,92.59,208672.23
2024-12-01,2024-12,DrugX,Nephrolyte,Asia-Pacific,39049,36438,2611,93.31,175266.78
2024-12-01,2024-12,DrugX,Nephrolyte,Latin America,17611,16703,908,94.85,80341.43
2024-12-01,2024-12,DrugX,Nephrolyte,Middle East & Africa,12493,11837,656,94.75,56935.97
2024-12-01,2024-12,DrugA,Angiotrol,North America,25145,23737,1408,94.4,592475.52
2024-12-01,2024-12,DrugA,Angiotrol,Europe,19811,17990,1821,90.81,449030.4
2024-12-01,2024-12,DrugA,Angiotrol,Asia-Pacific,16668,16668,0,100.0,416033.28
2024-12-01,2024-12,DrugA,Angiotrol,Latin America,7343,7198,145,98.03,179662.08
2024-12-01,2024-12,DrugA,Angiotrol,Middle East & Africa,4898,4726,172,96.5,117960.96
2024-12-01,2024-12,DrugB,Betacor,North America,17577,17264,313,98.22,141392.16
2024-12-01,2024-12,DrugB,Betacor,Europe,13985,13473,512,96.34,110343.87
2024-12-01,2024-12,DrugB,Betacor,Asia-Pacific,11024,10393,631,94.27,85118.67
