snapshot_month,warehouse_id,warehouse_name,region,drug_code,brand_name,is_cold_chain,unit_cost_usd,units_on_hand,monthly_demand_units,units_issued,safety_stock,reorder_point,months_of_supply,days_to_expiry,units_expiring_soon,warehouse_capacity,inventory_value_usd
2023-02,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,14622.0,7764,7651,3843,13159,1.88,59,4024,480000,179850.6
2023-02,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,96356.0,26611,22706,13172,45105,3.62,253,12124,480000,178258.6
2023-02,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,122545.0,43003,40236,21286,72889,2.85,596,3018,480000,294108.0
2023-03,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,21823.0,10316,9458,5106,17485,2.12,107,2292,480000,209500.8
2023-03,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,,7606,7060,3764,12891,3.51,323,3133,480000,84145.95
2023-03,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,8592.0,7286,7286,3606,12349,1.18,145,351,480000,105681.6
2023-03,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,75869.0,23224,21988,11495,39363,3.27,248,4109,480000,140357.65
2023-03,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,119493.0,40226,38060,19911,68182,2.97,521,5195,480000,286783.2
2023-04,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,20958.0,9161,8472,4534,15527,2.29,194,1643,480000,201196.8
2023-04,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,20972.0,6713,6334,3322,11377,3.12,120,3305,480000,66061.8
2023-04,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,13950.0,6541,6047,3237,11086,2.13,261,478,480000,171585.0
2023-04,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,89208.0,24802,23192,12276,42038,3.6,282,2494,480000,165034.8
2023-04,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,,38258,35635,18937,64846,3.57,408,14461,480000,327532.8
2023-05,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,10188.0,8484,8190,4199,14379,1.2,316,279,480000,97804.8
2023-05,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,12975.0,6585,6585,3259,11161,1.97,390,2476,480000,40871.25
2023-05,WH-NA-02,Memphis Hub,north america,DrugC,Cholestat,1,12.3,9845.0,6421,6307,3178,10883,1.53,90,103,480000,121093.5
2023-05,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,59799.0,20583,18454,10188,34887,2.91,539,1784,480000,110628.15
2023-05,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,173947.0,36729,34501,18180,62254,4.74,505,10867,480000,417472.8
2023-06,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,9551.0,8175,8175,4046,13856,1.17,252,1661,480000,91689.6
2023-06,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,19818.0,6208,6151,3072,10521,3.19,404,1183,480000,62426.7
2023-06,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,14137.0,5660,5219,2801,9593,2.5,23,1273,480000,173885.1
2023-06,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,76161.0,19509,19385,9656,33066,3.9,519,8864,480000,140897.85
2023-06,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,116103.0,34534,33795,17094,58534,3.36,528,26999,480000,278647.2
2023-07,WH-NA-02,Memphis Hub,north america,DrugA,Angiotrol,1,9.6,5651.0,7468,6990,3696,12657,0.76,267,82,480000,54249.6
2023-07,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,15793.0,6135,5865,3036,10398,2.57,501,638,480000,49747.95
2023-07,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,12958.0,5632,5632,2787,9545,2.3,70,112,480000,159383.4
2023-07,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,27345.0,18568,17903,9191,31472,1.47,409,1143,480000,50588.25
2023-07,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,57641.0,32827,32827,16249,55641,1.76,392,7540,480000,138338.4
2023-08,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,8024.0,8604,8604,4258,14582,0.93,361,449,480000,77030.4
2023-08,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,22778.0,6210,6047,3073,10525,3.67,361,598,480000,71750.7
2023-08,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,10824.0,5727,5150,2834,9706,1.89,73,784,480000,133135.2
2023-08,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,79346.0,21064,20624,10426,35702,3.77,349,1538,480000,146790.1
2023-08,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,111536.0,33006,32018,16337,55944,3.38,516,3353,480000,267686.4
2023-09,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,18760.0,9838,9838,4869,16674,1.91,333,1195,480000,180096.0
2023-09,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,24607.0,6734,5722,3333,11413,3.65,247,3511,480000,77512.05
2023-09,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,7144.0,5863,5863,2902,9937,1.22,165,1207,480000,87871.2
2023-09,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,72452.0,21681,19659,10732,36749,3.34,718,7620,480000,134036.2
2023-09,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,112095.0,35199,34099,17423,59661,3.18,214,26791,480000,269028.0
2023-10,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,31409.0,9388,8436,4647,15912,3.35,191,3140,480000,301526.4
2023-10,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,18826.0,6647,5881,3290,11266,2.83,485,1664,480000,59301.9
2023-10,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,16727.0,7630,6280,3776,12932,2.19,482,2804,480000,205742.1
2023-10,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,54829.0,23337,21996,11551,39555,2.35,316,2462,480000,101433.65
2023-10,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,134746.0,37155,36489,18391,62977,3.63,614,27342,480000,323390.4
2023-11,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,29653.0,10149,9534,5023,17201,2.92,65,1528,480000,284668.8
2023-11,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,31370.0,7747,7203,3834,13130,4.05,349,2319,480000,98815.5
2023-11,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,27791.0,7596,7081,3760,12875,3.66,13,1190,480000,341829.3
2023-11,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,63360.0,25608,23434,12675,43404,2.47,424,12964,480000,117216.0
2023-11,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,155315.0,43420,41956,21492,73596,3.58,506,23350,480000,372756.0
2023-12,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,2645.0,11923,11923,5901,20208,0.22,296,39,480000,25392.0
2023-12,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,15284.0,7961,7567,3940,13493,1.92,431,781,480000,48144.6
2023-12,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,12575.0,8012,7268,3965,13579,1.57,513,2500,480000,154672.5
2023-12,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,75181.0,27422,27422,13573,46479,2.74,284,5574,480000,139084.85
2023-12,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,84845.0,48485,45945,24000,82182,1.75,638,5041,480000,203628.0
2024-01,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,34589.0,12093,10913,5986,20497,2.86,263,6065,480000,332054.4
2024-01,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,29449.0,7867,7623,3894,13334,3.74,328,1141,480000,92764.35
2024-01,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,4805.0,8025,7792,3972,13602,0.6,258,396,480000,59101.5
2024-01,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,104980.0,31491,28575,15588,53377,3.33,282,9761,480000,194213.0
2024-01,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,175465.0,46492,44746,23013,78803,3.77,533,1201,480000,421116.0
2024-02,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,6188.0,12153,11711,6015,20598,0.51,45,587,480000,59404.8
2024-02,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,25268.0,8359,8186,4137,14167,3.02,215,6670,480000,79594.2
2024-02,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,9086.0,8917,7628,4413,15113,1.02,285,1213,480000,111757.8
2024-02,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,90276.0,26648,25190,13190,45167,3.39,611,1486,480000,167010.6
2024-02,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,194446.0,47292,45312,23409,80159,4.11,654,25371,480000,466670.4
2024-03,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,20529.0,10556,10403,5225,17892,1.94,301,1076,480000,197078.4
2024-03,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,28140.0,7913,7913,3916,13411,3.56,563,1042,480000,88641.0
2024-03,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,2952.0,7135,6453,3531,12093,0.41,86,76,480000,36309.6
2024-03,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,100810.0,24317,22674,12036,41216,4.15,353,15778,480000,186498.5
2024-03,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,79544.0,42137,39918,20857,71421,1.89,499,1565,480000,190905.6
2024-04,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,15873.0,10223,9866,5060,17327,1.55,333,1344,480000,152380.8
2024-04,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,15214.0,7757,7579,3839,13147,1.96,352,2175,480000,47924.1
2024-04,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,8886.0,7351,7351,3638,12459,1.21,89,520,480000,109297.8
2024-04,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,37330.0,23891,22694,11826,40495,1.56,518,292,480000,69060.5
2024-04,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,,41078,36696,20333,69626,2.2,422,2853,480000,217005.6
2024-05,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,24162.0,9079,8867,4494,15388,2.66,310,2062,480000,231955.2
2024-05,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,22487.0,6808,6675,3369,11538,3.3,283,1480,480000,70834.05
2024-05,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,14616.0,6174,5342,3056,10464,2.37,230,2314,480000,179776.8
2024-05,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,46078.0,21906,21906,10843,37130,2.1,330,6010,480000,85244.3
2024-05,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,156460.0,35922,31494,17781,60887,4.36,442,6247,480000,375504.0
2024-06,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,14469.0,9233,8191,4570,15649,1.57,178,512,480000,138902.4
2024-06,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,6733.0,6286,5426,3111,10654,1.07,351,1888,480000,21208.95
2024-06,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,6547.0,5981,5613,2960,10137,1.09,82,723,480000,80528.1
2024-06,WH-NA-02,Memphis Hub,north america,DrugX,Nephrolyte,0,1.85,82983.0,21194,18038,10491,35923,3.92,196,4102,480000,153518.55
2024-06,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,20081.0,32753,29703,16212,55515,0.61,632,343,480000,48194.4
2024-07,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,8892.0,8371,7882,4143,14188,1.06,98,1054,480000,85363.2
2024-07,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,,5846,5542,2893,9908,3.57,426,1493,480000,65794.05
2024-07,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,1292.0,6462,6462,3198,10952,0.2,132,57,480000,15891.6
2024-07,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,31728.0,19425,19387,9615,32925,1.63,699,1566,480000,58696.8
2024-07,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,83007.0,33802,31386,16731,57293,2.46,411,17250,480000,199216.8
2024-08,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,11508.0,8405,8061,4160,14246,1.37,241,2154,480000,110476.8
2024-08,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,28989.0,6298,5880,3117,10674,4.6,435,1788,480000,91315.35
2024-08,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,5098.0,6204,5583,3070,10514,0.82,100,697,480000,62705.4
2024-08,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,68334.0,21887,21387,10834,37098,3.12,525,9194,480000,126417.9
2024-08,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,60309.0,34812,28864,17231,59005,1.73,428,6174,480000,144741.6
2024-09,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,2086.0,10430,10139,5162,17678,0.2,416,323,480000,20025.6
2024-09,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,29866.0,7113,6596,3520,12055,4.2,214,3914,480000,94077.9
2024-09,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,12146.0,6701,6603,3316,11357,1.81,415,2299,480000,149395.8
2024-09,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,84546.0,23064,22754,11416,39092,3.67,428,17698,480000,156410.1
2024-09,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,96282.0,38105,38105,18861,64587,2.53,397,9242,480000,231076.8
2024-10,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,28842.0,10485,8991,5190,17772,2.75,446,687,480000,276883.2
2024-10,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,27177.0,7418,7418,3671,12572,3.66,352,3736,480000,85607.55
2024-10,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,14354.0,7934,7396,3927,13447,1.81,356,2273,480000,176554.2
2024-10,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,117998.0,24379,24379,12067,41321,4.84,292,23172,480000,218296.3
2024-10,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,194608.0,44509,44509,22031,75441,4.37,314,3928,480000,467059.2
2024-11,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,30394.0,12069,12069,5974,20456,2.52,469,7898,480000,291782.4
2024-11,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,22770.0,8163,8163,4040,13835,2.79,241,2950,480000,71725.5
2024-11,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,1754.0,8771,8313,4341,14866,0.2,513,329,480000,21574.2
2024-11,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,83737.0,28408,27426,14061,48150,2.95,447,8323,480000,154913.45
2024-11,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,142586.0,44040,41633,21799,74647,3.24,485,13425,480000,342206.4
2024-12,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,29895.0,12572,11061,6223,21309,2.38,308,4637,480000,286992.0
2024-12,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,31014.0,8788,7859,4350,14895,3.53,286,7429,480000,97694.1
2024-12,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,11523.0,8895,8568,4403,15077,1.3,318,3126,480000,141732.9
2024-12,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,88829.0,29988,28836,14844,50829,2.96,408,13093,480000,164333.65
2024-12,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,123960.0,53155,52497,26311,90097,2.33,664,16159,480000,297504.0
2025-01,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,47156.0,12669,11769,6271,21473,3.72,120,8137,480000,452697.6
2025-01,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,25340.0,8327,8011,4121,14113,3.04,326,6029,480000,79821.0
2025-01,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,17122.0,9425,7901,4665,15975,1.82,320,1297,480000,210600.6
2025-01,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,101729.0,31045,31045,15367,52621,3.28,294,17304,480000,188198.65
2025-01,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,119751.0,52051,43958,25765,88226,2.3,517,23845,480000,287402.4
2025-02,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,24650.0,13101,12252,6484,22205,1.88,269,2850,480000,236640.0
2025-02,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,29276.0,8378,8378,4147,14200,3.49,346,483,480000,92219.4
2025-02,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,7867.0,8931,8929,4420,15137,0.88,168,60,480000,96764.1
2025-02,WH-NA-02,Memphis Hub,N. America,DrugX,Nephrolyte,0,1.85,61619.0,29194,28493,14451,49483,2.11,300,3449,480000,113995.15
2025-02,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,152871.0,47832,47832,23676,81074,3.2,540,8457,480000,366890.4
2025-03,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,16114.0,10123,10123,5010,17157,1.59,438,4372,480000,154694.4
2025-03,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,25496.0,8390,7678,4153,14221,3.04,337,8577,480000,80312.4
2025-03,WH-NA-02,Memphis Hub,N. America,DrugC,Cholestat,1,12.3,10145.0,8309,8257,4112,14082,1.22,5,3636,480000,124783.5
2025-03,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,125032.0,29958,24030,14829,50778,4.17,341,2235,480000,231309.2
2025-03,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,127172.0,44415,42049,21985,75283,2.86,375,6293,480000,305212.8
2025-04,WH-NA-02,Memphis Hub,north america,DrugA,Angiotrol,1,9.6,14710.0,10827,10360,5359,18351,1.36,400,3415,480000,141216.0
2025-04,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,16350.0,6747,6438,3339,11435,2.42,240,1557,480000,51502.5
2025-04,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,15526.0,8037,7211,3978,13622,1.93,275,5066,480000,190969.8
2025-04,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,89360.0,28332,25198,14024,48022,3.15,332,19061,480000,165316.0
2025-04,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,133363.0,47165,42993,23346,79944,2.83,603,1589,480000,320071.2
2025-05,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,10097.0,9444,8901,4674,16006,1.07,421,1280,480000,96931.2
2025-05,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,33029.0,7269,6876,3598,12320,4.54,432,915,480000,104041.35
2025-05,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,,7278,6409,3602,12335,0.94,250,915,480000,84501.0
2025-05,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,83519.0,22473,21974,11124,38091,3.72,310,1184,480000,154510.15
2025-05,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,123850.0,39795,36947,19698,67452,3.11,508,15118,480000,297240.0
2025-06,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,11448.0,9666,9222,4784,16383,1.18,211,1160,480000,109900.8
2025-06,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,30239.0,7314,7314,3620,12396,4.13,258,1569,480000,95252.85
2025-06,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,13964.0,6546,6546,3240,11095,2.13,202,929,480000,171757.2
2025-06,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,62947.0,21784,19036,10783,36923,2.89,395,6319,480000,116451.95
2025-06,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,201829.0,40234,40234,19915,68195,5.02,653,24379,480000,484389.6
2025-07,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,26615.0,9547,8449,4725,16181,2.79,346,475,480000,255504.0
2025-07,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,28354.0,6990,6876,3460,11848,4.06,263,4290,480000,89315.1
2025-07,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,19448.0,6855,5541,3393,11619,2.84,140,1249,480000,239210.4
2025-07,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,47059.0,22779,22779,11275,38609,2.07,345,6534,480000,87059.15
2025-07,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,100407.0,38268,35348,18942,64863,2.62,633,21034,480000,240976.8
2025-08,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,25413.0,9511,9041,4707,16120,2.67,246,3897,480000,243964.8
2025-08,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,27052.0,6794,6699,3363,11515,3.98,440,3332,480000,85213.8
2025-08,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,18240.0,7332,7332,3629,12427,2.49,304,584,480000,224352.0
2025-08,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,86220.0,23107,19238,11437,39165,3.73,368,8017,480000,159507.0
2025-08,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,86006.0,40225,40225,19911,68181,2.14,556,11473,480000,206414.4
2025-09,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,6250.0,10692,9800,5292,18122,0.58,5,180,480000,60000.0
2025-09,WH-NA-02,Memphis Hub,N. America,DrugB,Betacor,0,3.15,7154.0,6911,5454,3420,11713,1.04,297,496,480000,22535.1
2025-09,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,7490.0,7567,7416,3745,12825,0.99,143,263,480000,92127.0
2025-09,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,48517.0,27420,26189,13572,46476,1.77,294,4220,480000,89756.45
2025-09,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,132312.0,39705,34737,19653,67299,3.33,323,9141,480000,317548.8
2025-10,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,13637.0,11695,11557,5789,19823,1.17,268,2907,480000,130915.2
2025-10,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,24992.0,7791,7791,3856,13205,3.21,281,440,480000,78724.8
2025-10,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,15834.0,8609,8609,4261,14591,1.84,175,329,480000,194758.2
2025-10,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,109795.0,29904,29565,14802,50686,3.67,451,7938,480000,203120.75
2025-10,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,167035.0,43460,39134,21512,73664,3.84,601,2824,480000,400884.0
2025-11,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,,12981,12397,6425,22002,0.2,135,320,480000,24921.6
2025-11,WH-NA-02,Memphis Hub,North America,DrugB,Betacor,0,3.15,16682.0,9116,9063,4512,15451,1.83,405,2155,480000,52548.3
2025-11,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,15276.0,8741,8670,4326,14815,1.75,317,372,480000,187894.8
2025-11,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,82034.0,29695,27766,14699,50333,2.76,482,3731,480000,151762.9
2025-11,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,189123.0,51668,51668,25575,87576,3.66,603,8475,480000,453895.2
2025-12,WH-NA-02,Memphis Hub,North America,DrugA,Angiotrol,1,9.6,13405.0,13538,12402,6701,22946,0.99,455,2299,480000,128688.0
2025-12,WH-NA-02,Memphis Hub,NORTH AMERICA,DrugB,Betacor,0,3.15,43907.0,9288,9050,4597,15742,4.73,400,2487,480000,138307.05
2025-12,WH-NA-02,Memphis Hub,North America,DrugC,Cholestat,1,12.3,11985.0,9890,9890,4895,16763,1.21,237,459,480000,147415.5
2025-12,WH-NA-02,Memphis Hub,North America,DrugX,Nephrolyte,0,1.85,127653.0,33073,31430,16371,56058,3.86,309,17940,480000,236158.05
2025-12,WH-NA-02,Memphis Hub,North America,DrugY,Cardiovex,0,2.4,155818.0,53668,51582,26565,90966,2.9,604,4636,480000,373963.2
2023-01,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,15751.0,18158,17597,8988,30777,0.87,176,2164,540000,151209.6
2023-01,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,46412.0,12274,11133,6075,20803,3.78,645,4235,540000,146197.8
2023-01,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,17395.0,10945,10945,5417,18551,1.59,171,536,540000,213958.5
2023-01,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,152180.0,43199,43199,21383,73221,3.52,325,53297,540000,281533.0
2023-01,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,167870.0,69598,69598,34451,117968,2.41,697,1197,540000,402888.0
2023-02,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,36434.0,17129,15870,8478,29032,2.13,151,1658,540000,349766.4
2023-02,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,46237.0,11426,10852,5655,19366,4.05,426,5465,540000,145646.55
2023-02,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,23502.0,13087,12746,6478,22182,1.8,277,144,540000,289074.6
2023-02,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,82088.0,40739,38134,20165,69051,2.01,527,3021,540000,151862.8
2023-02,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,199945.0,73767,73502,36514,125034,2.71,516,13916,540000,479868.0
