shipment_id,batch_id,leg,leg_sequence,drug_code,region,warehouse_id,supplier_id,supplier_name,carrier,transport_mode,is_cold_chain,units_shipped,units_received,planned_transit_days,actual_transit_days,ship_date,delivery_date,delay_days,is_late,units_damaged,damage_rate_pct,temperature_excursion,freight_cost_usd,year_month
SHP-1-01001,BATCH-01001,Plant to Warehouse,1,DrugY,Europe,WH-EU-01,SUP-01,Aurobindo API Ltd,DHL Life Sciences,Air,0,52466,51642,3.0,3.0,2025-02-22,2025-02-25,0.0,0,824,1.57,0,22035.72,2025-02
SHP-1-01002,BATCH-01002,Plant to Warehouse,1,DrugX,North America,WH-NA-02,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Road,0,29323,28863,6.0,6.0,2024-08-18,2024-08-24,0.0,0,460,1.57,0,4691.68,2024-08
SHP-1-01003,BATCH-01003,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Road,0,24677,24290,6.0,6.0,2023-04-25,2023-05-01,0.0,0,387,1.57,0,3948.32,2023-04
SHP-1-01004,BATCH-01004,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-08,Siegfried Holding,Marken,Air,0,34204,33667,3.0,3.0,2024-10-10,2024-10-13,0.0,0,537,1.57,0,14365.68,2024-10
SHP-1-01005,BATCH-01005,Plant to Warehouse,1,DrugX,Europe,WH-EU-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Road,0,21662,21322,6.0,6.0,2025-03-09,2025-03-15,0.0,0,340,1.57,0,3465.92,2025-03
SHP-1-01006,BATCH-01006,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,Regional 3PL,Sea,0,29498,29035,22.0,22.0,2025-02-12,2025-03-06,0.0,0,463,1.57,1,1769.88,2025-02
SHP-1-01007,BATCH-01007,Plant to Warehouse,1,DrugC,Europe,WH-EU-01,SUP-04,Lonza Group AG,DHL Life Sciences,Road,1,15069,14832,6.0,6.0,2024-07-16,2024-07-22,0.0,0,237,1.57,0,3737.11,2024-07
SHP-1-01008,BATCH-01008,Plant to Warehouse,1,DrugY,North America,WH-NA-02,SUP-08,Siegfried Holding,DHL Life Sciences,Road,0,44285,43590,6.0,6.0,2024-01-12,2024-01-18,0.0,0,695,1.57,0,7085.6,2024-01
SHP-1-01009,BATCH-01009,Plant to Warehouse,1,DrugA,North America,WH-NA-02,SUP-04,Lonza Group AG,DHL Life Sciences,Air,1,26662,26243,3.0,,2023-07-26,2023-08-08,10.0,1,419,1.57,0,17356.96,2023-07
SHP-1-01010,BATCH-01010,Plant to Warehouse,1,DrugX,Middle East & Africa,WH-ME-01,SUP-04,Lonza Group AG,DHL Life Sciences,Road,0,26399,25985,6.0,6.0,2023-03-26,2023-04-01,0.0,0,414,1.57,0,4223.84,2023-03
SHP-1-01011,BATCH-01011,Plant to Warehouse,1,DrugX,Latin America,WH-LA-01,SUP-06,Hikal Speciality,FedEx Custom Critical,Road,0,25739,25335,6.0,6.0,2024-01-28,2024-02-03,0.0,0,404,1.57,0,4118.24,2024-01
SHP-1-01012,BATCH-01012,Plant to Warehouse,1,DrugX,North America,WH-NA-01,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Road,0,26202,25791,6.0,6.0,2024-11-18,2024-11-24,0.0,0,411,1.57,0,4192.32,2024-11
SHP-1-01013,BATCH-01013,Plant to Warehouse,1,DrugX,Middle East & Africa,WH-ME-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Road,0,16460,16202,6.0,6.0,2023-04-07,2023-04-13,0.0,0,258,1.57,0,2633.6,2023-04
SHP-1-01014,BATCH-01014,Plant to Warehouse,1,DrugC,Latin America,WH-LA-01,SUP-08,Siegfried Holding,Regional 3PL,Air,1,37642,37051,3.0,3.0,2025-10-22,2025-10-25,0.0,0,591,1.57,0,24504.94,2025-10
SHP-1-01015,BATCH-01015,Plant to Warehouse,1,DrugY,North America,WH-NA-01,SUP-05,Cambrex Corporation,Marken,Road,0,9530,9380,6.0,6.0,2024-09-14,2024-09-20,0.0,0,150,1.57,0,1524.8,2024-09
SHP-1-01016,BATCH-01016,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-01,Aurobindo API Ltd,Kuehne+Nagel Pharma,Road,0,23152,22789,6.0,6.0,2023-12-19,2023-12-25,0.0,0,363,1.57,0,3704.32,2023-12
SHP-1-01017,BATCH-01017,Plant to Warehouse,1,DrugX,Asia-Pacific,WH-AP-01,SUP-04,Lonza Group AG,Marken,Road,0,19186,18885,6.0,6.0,2025-10-03,2025-10-09,0.0,0,301,1.57,0,3069.76,2025-10
SHP-1-01018,BATCH-01018,Plant to Warehouse,1,DrugB,Middle East & Africa,WH-ME-01,SUP-08,Siegfried Holding,DHL Life Sciences,Road,0,29103,28646,6.0,6.0,2023-08-17,2023-08-23,0.0,0,457,1.57,0,4656.48,2023-08
SHP-1-01019,BATCH-01019,Plant to Warehouse,1,DrugY,Europe,WH-EU-01,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Rail,0,13625,13411,9.0,9.0,2025-09-05,2025-09-14,0.0,0,214,1.57,0,1498.75,2025-09
SHP-1-01020,BATCH-01020,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-05,Cambrex Corporation,Regional 3PL,Road,0,25059,24666,6.0,5.0,2023-11-20,2023-11-25,-1.0,0,393,1.57,0,4009.44,2023-11
SHP-1-01021,BATCH-01021,Plant to Warehouse,1,DrugB,North America,WH-NA-02,SUP-05,Cambrex Corporation,Regional 3PL,Road,0,38319,37717,6.0,6.0,2024-02-15,2024-02-21,0.0,0,602,1.57,0,6131.04,2024-02
SHP-1-01022,BATCH-01022,Plant to Warehouse,1,DrugA,North America,WH-NA-02,SUP-06,Hikal Speciality,Regional 3PL,Air,1,23620,23249,3.0,3.0,2024-04-01,2024-04-04,0.0,0,371,1.57,0,15376.62,2024-04
SHP-1-01023,BATCH-01023,Plant to Warehouse,1,DrugC,Asia-Pacific,WH-AP-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Air,1,14231,14008,3.0,3.0,2025-10-28,2025-10-31,0.0,0,223,1.57,0,9264.38,2025-10
SHP-1-01024,BATCH-01024,Plant to Warehouse,1,DrugX,Latin America,WH-LA-01,SUP-02,Divis Laboratories,Marken,Rail,0,30168,29694,9.0,9.0,2023-10-26,2023-11-04,0.0,0,474,1.57,0,3318.48,2023-10
SHP-1-01025,BATCH-01025,Plant to Warehouse,1,DrugX,MEA,WH-ME-01,SUP-05,Cambrex Corporation,DHL Life Sciences,Road,0,26136,25726,6.0,6.0,2025-09-27,2025-10-03,0.0,0,410,1.57,0,4181.76,2025-09
SHP-1-01026,BATCH-01026,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Road,0,10256,10095,6.0,6.0,2024-02-06,2024-02-12,0.0,0,161,1.57,0,1640.96,2024-02
SHP-1-01027,BATCH-01027,Plant to Warehouse,1,DrugC,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,FedEx Custom Critical,Air,1,27722,27287,3.0,3.0,2023-11-03,2023-11-06,0.0,0,435,1.57,1,18047.02,2023-11
SHP-1-01028,BATCH-01028,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-06,Hikal Speciality,FedEx Custom Critical,Sea,0,42044,41384,22.0,21.0,2024-10-28,2024-11-18,-1.0,0,660,1.57,0,2522.64,2024-10
SHP-1-01029,BATCH-01029,Plant to Warehouse,1,DrugA,Europe,WH-EU-01,SUP-01,Aurobindo API Ltd,Kuehne+Nagel Pharma,Air,1,17953,17671,3.0,3.0,2025-01-04,2025-01-07,0.0,0,282,1.57,0,11687.4,2025-01
SHP-1-01030,BATCH-01030,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-04,Lonza Group AG,FedEx Custom Critical,Road,0,23949,23573,6.0,6.0,2024-01-24,2024-01-30,0.0,0,376,1.57,0,3831.84,2024-01
SHP-1-01031,BATCH-01031,Plant to Warehouse,1,DrugX,North America,WH-NA-02,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Sea,0,15686,15440,22.0,21.0,2023-07-17,2023-08-07,-1.0,0,246,1.57,0,941.16,2023-07
SHP-1-01032,BATCH-01032,Plant to Warehouse,1,DrugX,North America,WH-NA-02,SUP-02,Divis Laboratories,Marken,Air,0,41546,40894,3.0,7.0,2024-03-16,2024-03-23,4.0,1,652,1.57,0,17449.32,2024-03
SHP-1-01033,BATCH-01033,Plant to Warehouse,1,DrugX,Middle East & Africa,WH-ME-01,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Rail,0,14115,13893,9.0,9.0,2024-09-07,2024-09-16,0.0,0,222,1.57,0,1552.65,2024-09
SHP-1-01034,BATCH-01034,Plant to Warehouse,1,DrugB,APAC,WH-AP-01,SUP-02,Divis Laboratories,FedEx Custom Critical,Road,0,19383,19079,6.0,13.0,2023-04-15,2023-04-28,7.0,1,304,1.57,0,3101.28,2023-04
SHP-1-01035,BATCH-01035,Plant to Warehouse,1,DrugY,Europe,WH-EU-01,SUP-03,Zhejiang Kangtai Chem,Regional 3PL,Road,0,28587,28138,6.0,6.0,2023-05-29,2023-06-04,0.0,0,449,1.57,0,4573.92,2023-05
SHP-1-01036,BATCH-01036,Plant to Warehouse,1,DrugX,Middle East & Africa,WH-ME-01,SUP-07,Shandong Xinhua Pharm,Regional 3PL,Sea,0,16499,16240,22.0,22.0,2025-08-21,2025-09-12,0.0,0,259,1.57,0,989.94,2025-08
SHP-1-01037,BATCH-01037,Plant to Warehouse,1,DrugY,Middle East & Africa,WH-ME-01,SUP-08,Siegfried Holding,Marken,Road,0,18044,17761,6.0,6.0,2023-03-29,2023-04-04,0.0,0,283,1.57,0,2887.04,2023-03
SHP-1-01038,BATCH-01038,Plant to Warehouse,1,DrugY,North America,WH-NA-02,SUP-01,Aurobindo API Ltd,Kuehne+Nagel Pharma,Sea,0,15257,15017,22.0,21.0,2024-03-24,2024-04-14,-1.0,0,240,1.57,0,915.42,2024-03
SHP-1-01039,BATCH-01039,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Air,0,17515,17240,3.0,3.0,2025-03-24,2025-03-27,0.0,0,275,1.57,0,7356.3,2025-03
SHP-1-01040,BATCH-01040,Plant to Warehouse,1,DrugY,Europe,WH-EU-01,SUP-06,Hikal Speciality,FedEx Custom Critical,Road,0,49487,48710,6.0,6.0,2024-01-04,2024-01-10,0.0,0,777,1.57,0,7917.92,2024-01
SHP-1-01041,BATCH-01041,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-07,Shandong Xinhua Pharm,Marken,Road,0,20697,20372,6.0,6.0,2024-06-26,2024-07-02,0.0,0,325,1.57,0,3311.52,2024-06
SHP-1-01042,BATCH-01042,Plant to Warehouse,1,DrugX,Middle East & Africa,WH-ME-01,SUP-08,Siegfried Holding,Marken,Road,0,33153,32633,6.0,6.0,2023-05-15,2023-05-21,0.0,0,520,1.57,0,5304.48,2023-05
SHP-1-01043,BATCH-01043,Plant to Warehouse,1,DrugX,Asia-Pacific,WH-AP-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Sea,0,19563,19256,22.0,22.0,2025-03-29,2025-04-20,0.0,0,307,1.57,0,1173.78,2025-03
SHP-1-01044,BATCH-01044,Plant to Warehouse,1,DrugX,Latin America,WH-LA-01,SUP-01,Aurobindo API Ltd,Kuehne+Nagel Pharma  ,Sea,0,39151,38536,22.0,22.0,2024-10-29,2024-11-20,0.0,0,615,1.57,0,2349.06,2024-10
SHP-1-01045,BATCH-01045,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Rail,0,18249,17963,9.0,9.0,2025-06-24,2025-07-03,0.0,0,286,1.57,0,2007.39,2025-06
SHP-1-01046,BATCH-01046,Plant to Warehouse,1,DrugY,Middle East & Africa,WH-ME-01,SUP-02,Divis Laboratories,DHL Life Sciences,Road,0,27699,27264,6.0,,2025-06-05,2025-06-11,0.0,0,435,1.57,0,4431.84,2025-06
SHP-1-01047,BATCH-01047,Plant to Warehouse,1,DrugY,Europe,WH-EU-01,SUP-01,Aurobindo API Ltd,DHL Life Sciences,Sea,0,28748,28297,22.0,24.0,2024-02-07,2024-03-02,2.0,1,451,1.57,0,1724.88,2024-02
SHP-1-01048,BATCH-01048,Plant to Warehouse,1,DrugA,Europe,WH-EU-01,SUP-06,Hikal Speciality,Marken,Road,1,73456,72303,6.0,6.0,2023-04-16,2023-04-22,0.0,0,1153,1.57,0,18217.09,2023-04
SHP-1-01049,BATCH-01049,Plant to Warehouse,1,DrugB,Europe,WH-EU-01,SUP-05,Cambrex Corporation,Regional 3PL,Sea,0,36655,36080,22.0,21.0,2024-01-15,2024-02-05,-1.0,0,575,1.57,0,2199.3,2024-01
SHP-1-01050,BATCH-01050,Plant to Warehouse,1,DrugY,Middle East & Africa,WH-ME-01,SUP-01,Aurobindo API Ltd,DHL Life Sciences,Road,0,21556,21218,6.0,,2023-07-06,2023-07-13,1.0,1,338,1.57,0,3448.96,2023-07
SHP-1-01051,BATCH-01051,Plant to Warehouse,1,DrugX,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,Regional 3PL,Road,0,37164,36581,6.0,5.0,2024-07-16,2024-07-21,-1.0,0,583,1.57,0,5946.24,2024-07
SHP-1-01052,BATCH-01052,Plant to Warehouse,1,DrugY,North America,WH-NA-01,SUP-05,Cambrex Corporation,Marken,Road,0,68010,66942,6.0,6.0,2023-07-04,2023-07-10,0.0,0,1068,1.57,0,10881.6,2023-07
SHP-1-01053,BATCH-01053,Plant to Warehouse,1,DrugY,North America,WH-NA-01,SUP-03,Zhejiang Kangtai Chem,DHL Life Sciences,Sea,0,14068,13847,22.0,22.0,2025-08-26,2025-09-17,0.0,0,221,1.57,0,844.08,2025-08
SHP-1-01054,BATCH-01054,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-06,Hikal Speciality,DHL Life Sciences,Sea,0,19441,19136,22.0,22.0,2024-10-14,2024-11-05,0.0,0,305,1.57,1,1166.46,2024-10
SHP-1-01055,BATCH-01055,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Sea,0,25179,24784,22.0,21.0,2023-10-30,2023-11-20,-1.0,0,395,1.57,0,1510.74,2023-10
SHP-1-01056,BATCH-01056,Plant to Warehouse,1,DrugX,Europe,WH-EU-01,SUP-05,Cambrex Corporation,Marken,Rail,0,23068,22706,9.0,9.0,2025-08-05,2025-08-14,0.0,0,362,1.57,0,2537.48,2025-08
SHP-1-01057,BATCH-01057,Plant to Warehouse,1,DrugB,Asia-Pacific,WH-AP-01,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Road,0,24399,24016,6.0,6.0,2025-03-11,2025-03-17,0.0,0,383,1.57,0,3903.84,2025-03
SHP-1-01058,BATCH-01058,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-03,Zhejiang Kangtai Chem,Marken,Road,0,16163,15909,6.0,6.0,2024-05-18,2024-05-24,0.0,0,254,1.57,0,2586.08,2024-05
SHP-1-01059,BATCH-01059,Plant to Warehouse,1,DrugX,Asia-Pacific,WH-AP-01,SUP-03,Zhejiang Kangtai Chem,DHL Life Sciences,Road,0,49293,48519,6.0,6.0,2023-07-31,2023-08-06,0.0,0,774,1.57,0,7886.88,2023-07
SHP-1-01060,BATCH-01060,Plant to Warehouse,1,DrugX,Middle East & Africa,WH-ME-01,SUP-06,Hikal Speciality,DHL Life Sciences,Road,0,15533,15289,6.0,6.0,2024-02-06,2024-02-12,0.0,0,244,1.57,0,2485.28,2024-02
SHP-1-01061,BATCH-01061,Plant to Warehouse,1,DrugC,Asia-Pacific,WH-AP-01,SUP-05,Cambrex Corporation,Marken,Air,1,25585,25183,3.0,3.0,2024-09-04,2024-09-07,0.0,0,402,1.57,0,16655.84,2024-09
SHP-1-01062,BATCH-01062,Plant to Warehouse,1,DrugX,Latin America,WH-LA-01,SUP-05,Cambrex Corporation,FedEx Custom Critical,Road,0,43360,42679,6.0,6.0,2025-03-02,2025-03-08,0.0,0,681,1.57,0,6937.6,2025-03
SHP-1-01063,BATCH-01063,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Rail,0,27799,27363,9.0,9.0,2023-11-07,2023-11-16,0.0,0,436,1.57,0,3057.89,2023-11
SHP-1-01064,BATCH-01064,Plant to Warehouse,1,DrugX,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,Marken,Road,0,18560,18269,6.0,6.0,2025-02-27,2025-03-05,0.0,0,291,1.57,0,2969.6,2025-02
SHP-1-01065,BATCH-01065,Plant to Warehouse,1,DrugY,North America,WH-NA-01,SUP-08,Siegfried Holding,DHL Life Sciences,Rail,0,16057,15805,9.0,9.0,2023-11-24,2023-12-03,0.0,0,252,1.57,0,1766.27,2023-11
SHP-1-01066,BATCH-01066,Plant to Warehouse,1,DrugC,Europe,WH-EU-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Air,1,25231,24835,3.0,3.0,2023-10-14,2023-10-17,0.0,0,396,1.57,0,16425.38,2023-10
SHP-1-01067,BATCH-01067,Plant to Warehouse,1,DrugY,North America,WH-NA-01,SUP-06,Hikal Speciality,Regional 3PL,Sea,0,11845,11659,22.0,22.0,2024-05-23,2024-06-14,0.0,0,186,1.57,0,710.7,2024-05
SHP-1-01068,BATCH-01068,Plant to Warehouse,1,DrugX,Asia-Pacific,WH-AP-01,SUP-08,Siegfried Holding,Regional 3PL,Sea,0,30448,29970,22.0,21.0,2023-07-19,2023-08-09,-1.0,0,478,1.57,0,1826.88,2023-07
SHP-1-01069,BATCH-01069,Plant to Warehouse,1,DrugY,North America,WH-NA-01,SUP-08,Siegfried Holding,Kuehne+Nagel Pharma,Road,0,15579,15334,6.0,6.0,2024-03-12,2024-03-18,0.0,0,245,1.57,0,2492.64,2024-03
SHP-1-01070,BATCH-01070,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Road,0,39438,38819,6.0,6.0,2024-02-24,2024-03-01,0.0,0,619,1.57,0,6310.08,2024-02
SHP-1-01071,BATCH-01071,Plant to Warehouse,1,DrugB,Europe,WH-EU-01,SUP-07,Shandong Xinhua Pharm,DHL Life Sciences,Sea,0,16990,16723,22.0,23.0,2023-12-30,2024-01-22,1.0,1,267,1.57,0,1019.4,2023-12
SHP-1-01072,BATCH-01072,Plant to Warehouse,1,DrugX,NORTH AMERICA,WH-NA-01,SUP-04,Lonza Group AG,DHL Life Sciences,Rail,0,30475,29997,9.0,8.0,2025-02-26,2025-03-06,-1.0,0,478,1.57,0,3352.25,2025-02
SHP-1-01073,BATCH-01073,Plant to Warehouse,1,DrugY,North America,WH-NA-01,SUP-06,Hikal Speciality,DHL Life Sciences,Sea,0,50807,50009,22.0,21.0,2024-02-02,2024-02-23,-1.0,0,798,1.57,0,3048.42,2024-02
SHP-1-01074,BATCH-01074,Plant to Warehouse,1,DrugC,Asia-Pacific,WH-AP-01,SUP-03,Zhejiang Kangtai Chem,FedEx Custom Critical,Air,1,23023,22662,3.0,3.0,2025-01-09,2025-01-12,0.0,0,361,1.57,0,14987.97,2025-01
SHP-1-01075,BATCH-01075,Plant to Warehouse,1,DrugB,North America,WH-NA-01,SUP-06,Hikal Speciality,Regional 3PL,Air,0,11201,11025,3.0,,2025-02-10,2025-02-13,0.0,0,176,1.57,0,4704.42,2025-02
SHP-1-01076,BATCH-01076,Plant to Warehouse,1,DrugY,Middle East & Africa,WH-ME-01,SUP-01,Aurobindo API Ltd,DHL Life Sciences  ,Sea,0,11556,11375,22.0,22.0,2024-12-05,2024-12-27,0.0,0,181,1.57,0,693.36,2024-12
SHP-1-01077,BATCH-01077,Plant to Warehouse,1,DrugX,Latin America,WH-LA-01,SUP-08,Siegfried Holding,Regional 3PL,Road,0,25389,24990,6.0,6.0,2023-11-13,2023-11-19,0.0,0,399,1.57,0,4062.24,2023-11
SHP-1-01078,BATCH-01078,Plant to Warehouse,1,DrugX,Latin America,WH-LA-01,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Air,0,26139,25729,3.0,3.0,2025-05-13,2025-05-16,0.0,0,410,1.57,0,10978.38,2025-05
SHP-1-01079,BATCH-01079,Plant to Warehouse,1,DrugX,North America,WH-NA-02,SUP-06,Hikal Speciality,DHL Life Sciences,Road,0,19299,18996,6.0,6.0,2023-09-29,2023-10-05,0.0,0,303,1.57,0,3087.84,2023-09
SHP-1-01080,BATCH-01080,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-01,Aurobindo API Ltd,DHL Life Sciences,Road,0,12207,12015,6.0,5.0,2023-10-27,2023-11-01,-1.0,0,192,1.57,0,1953.12,2023-10
SHP-1-01081,BATCH-01081,Plant to Warehouse,1,DrugY,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Sea,0,21858,21515,22.0,,2025-06-25,2025-07-18,1.0,1,343,1.57,0,1311.48,2025-06
SHP-1-01082,BATCH-01082,Plant to Warehouse,1,DrugB,Europe,WH-EU-01,SUP-08,Siegfried Holding,DHL Life Sciences,Road,0,33202,32681,6.0,6.0,2024-01-21,2024-01-27,0.0,0,521,1.57,0,5312.32,2024-01
SHP-1-01083,BATCH-01083,Plant to Warehouse,1,DrugC,North America,WH-NA-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Air,1,29680,29214,3.0,3.0,2025-01-22,2025-01-25,0.0,0,466,1.57,0,19321.68,2025-01
SHP-1-01084,BATCH-01084,Plant to Warehouse,1,DrugB,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,DHL Life Sciences,Road,0,46130,45406,6.0,5.0,2023-03-29,2023-04-03,-1.0,0,724,1.57,0,7380.8,2023-03
SHP-1-01085,BATCH-01085,Plant to Warehouse,1,DrugC,Latin America,WH-LA-01,SUP-02,Divis Laboratories,Marken,Air,1,62233,61256,3.0,3.0,2024-10-05,2024-10-08,0.0,0,977,1.57,1,40513.68,2024-10
SHP-1-01086,BATCH-01086,Plant to Warehouse,1,DrugA,North America,WH-NA-01,SUP-07,Shandong Xinhua Pharm,DHL Life Sciences,Air,1,38369,37767,3.0,3.0,2025-07-11,2025-07-14,0.0,0,602,1.57,0,24978.22,2025-07
SHP-1-01087,BATCH-01087,Plant to Warehouse,1,DrugA,North America,WH-NA-01,SUP-08,Siegfried Holding,FedEx Custom Critical,Road,1,51010,50209,6.0,6.0,2025-01-16,2025-01-22,0.0,0,801,1.57,0,12650.48,2025-01
SHP-1-01088,BATCH-01088,Plant to Warehouse,1,DrugA,Europe,WH-EU-01,SUP-02,Divis Laboratories,FedEx Custom Critical,Air,1,39228,38612,3.0,3.0,2024-08-30,2024-09-02,0.0,0,616,1.57,0,25537.43,2024-08
SHP-1-01089,BATCH-01089,Plant to Warehouse,1,DrugX,Asia-Pacific,WH-AP-01,SUP-06,Hikal Speciality,Marken,Road,0,57387,56486,6.0,,2025-06-05,2025-06-11,0.0,0,901,1.57,0,9181.92,2025-06
SHP-1-01090,BATCH-01090,Plant to Warehouse,1,DrugX,Europe,WH-EU-01,SUP-03,Zhejiang Kangtai Chem,FedEx Custom Critical,Road,0,59821,58882,6.0,6.0,2023-12-18,2023-12-24,0.0,0,939,1.57,0,9571.36,2023-12
SHP-1-01091,BATCH-01091,Plant to Warehouse,1,DrugY,Europe,WH-EU-01,SUP-06,Hikal Speciality,FedEx Custom Critical,Sea,0,41094,40449,22.0,,2024-02-19,2024-03-12,0.0,0,645,1.57,0,2465.64,2024-02
SHP-1-01092,BATCH-01092,Plant to Warehouse,1,DrugX,North America,WH-NA-02,SUP-04,Lonza Group AG,Regional 3PL,Rail,0,37127,36544,9.0,9.0,2023-05-07,2023-05-16,0.0,0,583,1.57,0,4083.97,2023-05
SHP-1-01093,BATCH-01093,Plant to Warehouse,1,DrugY,North America,WH-NA-01,SUP-02,Divis Laboratories,Regional 3PL,Road,0,25991,25583,6.0,6.0,2025-01-11,2025-01-17,0.0,0,408,1.57,0,4158.56,2025-01
SHP-1-01094,BATCH-01094,Plant to Warehouse,1,DrugY,North America,WH-NA-01,SUP-03,Zhejiang Kangtai Chem,Regional 3PL,Road,0,27962,27523,6.0,6.0,2025-02-18,2025-02-24,0.0,0,439,1.57,0,4473.92,2025-02
SHP-1-01095,BATCH-01095,Plant to Warehouse,1,DrugX,North America,WH-NA-01,SUP-05,Cambrex Corporation,DHL Life Sciences,Road,0,24260,23879,6.0,6.0,2025-02-02,2025-02-08,0.0,0,381,1.57,0,3881.6,2025-02
SHP-1-01096,BATCH-01096,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-07,Shandong Xinhua Pharm,Marken,Road,0,36070,35504,6.0,6.0,2025-02-28,2025-03-06,0.0,0,566,1.57,0,5771.2,2025-02
SHP-1-01097,BATCH-01097,Plant to Warehouse,1,DrugY,Latin America,WH-LA-01,SUP-01,Aurobindo API Ltd,FedEx Custom Critical,Road,0,21002,20672,6.0,6.0,2023-06-26,2023-07-02,0.0,0,330,1.57,0,3360.32,2023-06
SHP-1-01098,BATCH-01098,Plant to Warehouse,1,DrugA,Europe,WH-EU-01,SUP-08,Siegfried Holding,Marken,Air,1,25429,25030,3.0,3.0,2024-12-06,2024-12-09,0.0,0,399,1.57,0,16554.28,2024-12
SHP-1-01099,BATCH-01099,Plant to Warehouse,1,DrugB,North America,WH-NA-01,SUP-06,Hikal Speciality,FedEx Custom Critical,Road,0,10379,10216,6.0,6.0,2025-03-15,2025-03-21,0.0,0,163,1.57,0,1660.64,2025-03
SHP-1-01100,BATCH-01100,Plant to Warehouse,1,DrugY,Europe,WH-EU-01,SUP-08,Siegfried Holding,DHL Life Sciences  ,Sea,0,57840,56932,22.0,22.0,2023-09-05,2023-09-27,0.0,0,908,1.57,0,3470.4,2023-09
SHP-1-01101,BATCH-01101,Plant to Warehouse,1,DrugY,MEA,WH-ME-01,SUP-08,Siegfried Holding,Kuehne+Nagel Pharma,Road,0,25152,24757,6.0,6.0,2024-05-24,2024-05-30,0.0,0,395,1.57,0,4024.32,2024-05
SHP-1-01102,BATCH-01102,Plant to Warehouse,1,DrugY,North America,WH-NA-02,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Road,0,33506,32980,6.0,8.0,2025-08-10,2025-08-18,2.0,1,526,1.57,0,5360.96,2025-08
SHP-1-01103,BATCH-01103,Plant to Warehouse,1,DrugA,Europe,WH-EU-01,SUP-01,Aurobindo API Ltd,FedEx Custom Critical,Air,1,50992,50191,3.0,3.0,2024-04-02,2024-04-05,0.0,0,801,1.57,0,33195.79,2024-04
SHP-1-01104,BATCH-01104,Plant to Warehouse,1,DrugA,Asia-Pacific,WH-AP-01,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Road,1,32193,31688,6.0,6.0,2025-03-19,2025-03-25,0.0,0,505,1.57,0,7983.86,2025-03
SHP-1-01105,BATCH-01105,Plant to Warehouse,1,DrugY,North America,WH-NA-02,SUP-02,Divis Laboratories,Regional 3PL,Road,0,52366,51544,6.0,6.0,2024-07-29,2024-08-04,0.0,0,822,1.57,0,8378.56,2024-07
